都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|3,372|85,892|570|6|2,690|112
青森|256|5,350|80|3|172|4
岩手|29|5,410|4|0|25|0
宮城|788|14,577|219|4|567|2
秋田|64|2,585|4|1|60|0
山形|86|6,330|4|0|81|1
福島|401|29,997|28|3|367|6
茨城|779|14,025|38|0|723|18
栃木|493|44,009|24|1|469|1
群馬|910|29,852|47|4|838|20
埼玉|5,986|189,663|408|8|5,469|109
千葉|5,149|128,861|323|9|4,745|81
東京|31,624|607,855|1,754|35|29,411|459
神奈川|8,912|205,488|541|26|8,198|173
新潟|184|18,006|4|0|180|0
富山|423|14,656|1|0|396|26
石川|813|17,770|18|0|746|49
福井|257|11,164|1|1|245|11
山梨|218|11,867|15|0|197|6
⾧野|350|23,785|13|0|336|6
岐阜|700|27,237|38|0|650|12
静岡|680|44,121|82|0|596|2
愛知|6,404|102,238|579|11|5,729|96
三重|574|15,683|24|3|543|7
滋賀|563|14,528|24|0|530|9
京都|2,081|53,884|98|2|1,953|30
大阪|13,191|242,761|1,002|37|11,923|247
兵庫|3,327|70,081|178|16|3,071|66
奈良|679|25,178|54|0|615|10
和歌山|278|10,513|6|2|263|4
鳥取|38|5,784|2|0|36|0
島根|141|6,281|0|0|141|0
岡山|309|11,198|54|0|172|4
広島|663|28,179|11|0|646|5
山口|215|11,960|4|0|209|2
徳島|164|7,520|0|0|155|9
香川|102|13,732|3|0|97|2
愛媛|116|4,406|0|0|110|6
高知|144|3,651|1|0|139|4
福岡|5,246|167,340|73|4|5,070|103
佐賀|266|7,350|12|0|256|0
⾧崎|245|23,010|0|0|241|3
熊本|824|19,986|45|1|755|8
大分|159|21,275|0|0|156|3
宮崎|371|8,803|4|1|367|1
鹿児島|488|22,896|20|0|463|13
沖縄|3,408|59,589|297|5|3,053|63
（その他）|149|-|0|-|149|-
合計|102,619|2,496,326|6,707|183|94,003|1,793
