都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,542|70,302|213|2|2,221|108
青森|122|3,217|85|2|36|1
岩手|26|4,915|3|0|23|0
宮城|526|12,334|42|1|482|2
秋田|59|2,384|0|0|59|0
山形|81|5,370|2|0|78|1
福島|369|25,322|90|2|273|6
茨城|728|13,174|29|2|681|18
栃木|466|34,491|25|0|440|1
群馬|785|26,435|38|4|717|19
埼玉|5,393|165,689|389|7|4,901|103
千葉|4,548|113,355|337|9|4,135|76
東京|29,046|541,987|1,800|24|26,810|436
神奈川|7,965|182,376|556|23|7,255|154
新潟|180|16,905|3|0|177|0
富山|422|14,003|0|0|396|26
石川|795|15,422|22|0|726|47
福井|256|10,562|9|0|236|11
山梨|199|11,252|2|0|191|6
長野|326|21,163|8|1|317|4
岐阜|644|24,988|14|1|620|10
静岡|580|39,592|14|0|564|2
愛知|5,685|89,287|233|10|5,361|91
三重|549|14,763|17|0|525|7
滋賀|527|13,359|13|0|506|8
京都|1,928|49,179|121|0|1,780|27
大阪|11,555|213,697|445|16|10,867|227
兵庫|3,008|63,825|116|18|2,831|61
奈良|613|23,285|23|2|581|9
和歌山|255|9,940|7|1|241|4
鳥取|36|5,559|0|0|36|0
島根|140|6,033|0|0|140|0
岡山|173|8,654|12|2|155|1
広島|650|25,370|40|1|606|4
山口|209|11,045|2|1|205|2
徳島|159|7,230|9|0|140|9
香川|99|12,515|4|0|93|2
愛媛|116|4,246|2|0|108|6
高知|140|3,587|1|0|135|4
福岡|5,142|151,512|65|5|4,977|100
佐賀|252|6,617|5|0|249|0
長崎|242|20,834|3|0|235|3
熊本|746|18,505|60|0|669|8
大分|159|19,211|1|0|155|3
宮崎|366|8,720|1|0|365|1
鹿児島|463|21,449|18|0|463|12
沖縄|2,954|47,970|295|9|2,608|55
（その他）|149|-|0|-|149|-
合計|92,373|2,211,630|5,174|143|85,518|1,675
