都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|8,526|147,128|2,375|26|5,967|184
青森|287|6,569|16|2|265|6
岩手|191|9,286|95|2|93|3
宮城|1,195|18,794|160|7|1,025|10
秋田|90|3,500|17|0|72|1
山形|133|7,460|26|1|100|1
福島|499|39,593|54|6|439|6
茨城|1,539|16,407|381|12|1,137|21
栃木|634|53,517|105|5|529|2
群馬|1,195|35,486|182|3|974|21
埼玉|8,361|231,105|1,310|30|6,912|139
千葉|6,939|161,979|876|10|5,977|86
東京|40,628|750,084|4,099|67|36,041|488
神奈川|12,478|249,352|1,346|59|10,938|194
新潟|331|22,161|103|0|228|0
富山|458|16,966|24|0|408|26
石川|850|21,885|17|0|783|50
福井|314|14,643|22|0|281|11
山梨|336|13,459|46|3|282|8
⾧野|703|30,587|111|0|565|6
岐阜|1,055|33,458|177|1|864|14
静岡|1,447|55,546|474|5|963|10
愛知|9,849|135,512|1,751|26|7,983|115
三重|844|19,848|200|7|637|7
滋賀|780|27,443|82|1|689|9
京都|2,585|64,192|267|5|2,281|37
大阪|20,011|320,480|3,978|110|15,698|316
兵庫|5,459|94,560|772|39|4,607|80
奈良|1,122|31,912|198|6|913|11
和歌山|446|13,400|79|8|351|6
鳥取|58|16,350|4|0|53|0
島根|146|6,772|6|0|140|0
岡山|592|19,205|156|3|363|11
広島|785|34,211|62|2|714|6
山口|384|17,013|91|2|287|2
徳島|181|7,822|11|1|164|9
香川|142|16,864|19|0|121|2
愛媛|311|6,961|151|4|154|6
高知|150|3,754|3|0|143|4
福岡|5,801|199,804|339|5|5,355|107
佐賀|307|9,621|23|0|286|1
⾧崎|265|26,884|19|0|247|3
熊本|1,012|23,912|64|6|921|13
大分|280|27,223|78|0|199|3
宮崎|477|9,431|93|2|384|1
鹿児島|612|27,152|41|1|571|13
沖縄|4,294|72,251|411|5|3,819|69
（その他）|149|-|0|-|149|-
合計|145,231|3,171,542|20,914|472|122,072|2,118
