都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|16,863|303,756|1,476|18|14,901|579
青森|691|12,667|56|2|624|11
岩手|489|19,219|31|1|432|26
宮城|3,287|46,972|453|8|2,812|22
秋田|251|6,341|57|1|193|1
山形|463|13,473|32|2|418|13
福島|1,653|79,159|296|11|1,320|37
茨城|4,459|22,596|758|17|3,646|55
栃木|3,615|99,964|798|21|2,817|40
群馬|3,649|71,645|361|11|3,221|67
埼玉|23,848|430,071|4,611|92|18,921|316
千葉|20,877|309,004|6,299|54|14,360|218
東京|95,534|1,266,477|16,697|148|78,028|809
神奈川|38,773|472,946|4,053|110|34,310|410
新潟|856|35,649|124|1|732|9
富山|848|29,288|68|4|753|27
石川|1,437|38,966|180|4|1,238|57
福井|496|25,653|77|4|404|15
山梨|887|14,741|62|4|813|12
長野|2,216|77,561|250|3|1,957|29
岐阜|4,038|98,687|518|14|3,453|67
静岡|4,338|135,440|816|9|3,449|73
愛知|22,926|293,384|2,806|65|19,752|368
三重|2,057|42,391|378|6|1,651|28
滋賀|2,026|53,211|412|11|1,587|27
京都|7,759|120,598|1,505|16|6,211|104
大阪|42,070|617,604|5,731|184|35,482|857
兵庫|15,467|191,134|1,904|73|13,201|362
奈良|2,906|65,814|365|9|2,505|36
和歌山|1,011|20,636|122|16|857|13
鳥取|197|32,694|40|1|152|2
島根|245|11,764|8|0|237|0
岡山|2,267|47,392|387|21|1,750|17
広島|4,647|107,047|343|10|4,159|88
山口|1,151|40,022|384|2|756|11
徳島|371|20,493|106|1|252|13
香川|599|35,647|161|1|424|14
愛媛|954|22,965|172|4|765|17
高知|828|6,800|52|6|763|13
福岡|15,213|352,510|2,907|29|12,137|169
佐賀|924|22,704|187|2|744|4
長崎|1,419|53,978|298|1|1,116|21
熊本|3,262|51,045|283|25|2,635|55
大分|1,079|59,703|173|4|890|16
宮崎|1,760|21,639|264|9|1,489|17
鹿児島|1,543|53,383|223|3|1,320|16
沖縄|7,139|119,818|723|5|6,331|90
（その他）|149|-|0|-|149|-
合計|369,537|6,074,651|58,007|1,043|306,117|5,251
