都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,217|60,281|173|0|1,937|107
青森|37|2,518|2|0|34|1
岩手|24|4,407|1|0|23|0
宮城|433|10,976|43|1|388|2
秋田|58|2,250|5|0|53|0
山形|78|5,225|1|0|76|1
福島|272|21,225|46|3|222|4
茨城|681|12,699|47|4|617|17
栃木|442|32,382|29|0|409|1
群馬|733|23,493|38|3|671|19
埼玉|4,840|148,915|314|6|4,424|102
千葉|4,110|99,323|324|10|3,714|72
東京|26,727|483,688|1,934|25|24,379|414
神奈川|7,212|160,797|515|21|6,553|144
新潟|170|15,839|2|0|168|0
富山|422|12,816|10|1|386|26
石川|778|13,778|27|0|704|47
福井|246|9,923|2|0|231|11
山梨|195|10,846|13|1|176|6
長野|313|19,595|8|0|301|1
岐阜|631|23,549|17|2|604|10
静岡|558|36,458|30|2|526|2
愛知|5,449|80,350|303|12|5,060|86
三重|530|13,479|57|2|466|7
滋賀|507|12,368|17|0|482|8
京都|1,791|44,457|66|2|1,699|26
大阪|10,899|193,368|453|21|10,217|220
兵庫|2,804|58,696|118|9|2,627|59
奈良|581|21,517|19|0|553|9
和歌山|242|9,395|3|0|232|4
鳥取|36|5,505|5|0|31|0
島根|140|5,858|0|0|140|0
岡山|161|8,654|8|-|149|-
広島|605|21,475|88|1|511|3
山口|204|10,197|7|1|195|2
徳島|149|7,018|6|0|131|9
香川|93|11,167|3|0|88|2
愛媛|115|4,138|1|0|108|6
高知|138|3,513|0|0|134|4
福岡|5,057|138,184|71|6|4,887|99
佐賀|246|6,199|1|0|247|0
長崎|238|19,226|1|0|233|3
熊本|639|16,954|53|0|563|8
大分|158|17,483|1|0|155|2
宮崎|344|8,635|1|0|343|1
鹿児島|440|19,713|25|0|410|12
沖縄|2,629|41,446|242|8|2,344|47
（その他）|149|-|0|-|149|-
合計|85,521|1,989,978|5,130|141|78,750|1,604
