都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|19,066|379,662|601|3|17,814|675
青森|816|17,347|27|1|769|20
岩手|554|26,654|14|0|510|30
宮城|3,597|68,100|92|3|3,480|25
秋田|269|7,032|3|0|260|6
山形|543|17,479|15|0|513|15
福島|1,919|110,131|102|10|1,747|70
茨城|5,740|24,868|345|8|5,289|106
栃木|4,090|125,003|145|4|3,879|66
群馬|4,491|91,472|179|4|4,228|84
埼玉|29,250|547,979|1,555|37|27,169|558
千葉|26,263|404,527|1,841|24|23,972|450
東京|111,347|1,529,534|3,342|68|106,635|1,370
神奈川|44,768|587,587|1,038|24|43,051|679
新潟|1,076|44,330|90|1|971|15
富山|905|36,107|17|2|860|28
石川|1,845|51,120|149|7|1,663|62
福井|545|31,810|5|0|515|25
山梨|939|25,903|10|1|914|16
長野|2,364|97,594|17|0|2,338|41
岐阜|4,714|134,077|149|7|4,456|109
静岡|5,126|187,116|209|0|4,824|93
愛知|25,777|389,359|659|33|24,601|517
三重|2,521|63,656|138|8|2,408|53
滋賀|2,462|72,807|144|6|2,272|46
京都|9,046|154,708|329|2|8,578|154
大阪|47,069|783,892|1,051|90|44,490|1,115
兵庫|17,922|246,654|453|42|16,939|530
奈良|3,356|81,493|79|5|3,232|45
和歌山|1,162|24,457|11|3|1,109|18
鳥取|210|40,638|3|0|202|2
島根|284|15,625|6|0|278|0
岡山|2,479|66,389|53|2|2,389|32
広島|5,022|151,415|41|5|4,871|102
山口|1,380|58,758|55|0|1,287|38
徳島|450|26,373|27|2|407|16
香川|752|44,331|29|1|705|18
愛媛|1,062|32,499|41|1|998|23
高知|884|7,091|1|1|866|17
福岡|18,007|440,851|767|19|16,954|286
佐賀|1,054|27,986|59|0|1,007|8
長崎|1,610|67,208|35|1|1,539|36
熊本|3,439|56,763|44|5|3,328|72
大分|1,291|79,486|33|0|1,237|21
宮崎|1,951|24,715|25|1|1,896|21
鹿児島|1,761|67,412|35|2|1,723|26
沖縄|8,178|144,852|262|1|7,802|119
（その他）|149|-|0|-|149|-
合計|429,505|7,714,850|14,325|434|407,124|7,858
