都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|6,918|125,579|2,143|19|4,629|146
青森|280|6,349|19|2|255|6
岩手|137|7,787|96|1|41|0
宮城|1,091|17,468|195|8|887|9
秋田|74|3,155|6|1|68|0
山形|109|7,233|20|0|89|1
福島|476|37,642|60|4|410|6
茨城|1,252|15,503|317|6|916|19
栃木|572|51,105|72|5|500|2
群馬|1,045|34,203|99|1|925|21
埼玉|7,614|217,782|1,081|17|6,402|131
千葉|6,388|155,169|829|9|5,473|86
東京|37,708|707,444|3,846|40|33,383|479
神奈川|11,344|234,414|1,207|44|9,953|184
新潟|300|20,993|89|1|211|0
富山|445|16,124|20|0|399|26
石川|835|20,694|8|0|778|49
福井|302|13,555|31|0|260|11
山梨|298|12,801|50|2|241|7
長野|606|27,741|169|0|436|6
岐阜|918|31,414|130|0|775|13
静岡|1,111|51,416|339|3|768|4
愛知|8,675|124,749|1,505|18|7,065|105
三重|721|18,271|119|5|595|7
滋賀|735|25,071|91|0|635|9
京都|2,409|60,062|214|3|2,160|35
大阪|17,649|294,716|2,972|91|14,381|277
兵庫|4,638|84,801|679|27|3,880|79
奈良|989|29,663|200|4|778|11
和歌山|384|12,288|68|4|306|4
鳥取|53|15,395|7|0|46|0
島根|142|6,498|1|0|141|0
岡山|498|17,220|109|3|310|11
広島|741|31,670|51|0|685|6
山口|352|13,795|116|2|230|2
徳島|179|7,742|8|2|161|9
香川|131|15,828|23|0|106|2
愛媛|208|5,350|91|2|111|6
高知|146|3,718|2|0|140|4
福岡|5,543|189,891|187|3|5,250|106
佐賀|293|8,850|17|0|277|1
長崎|254|25,747|13|0|243|3
熊本|967|22,960|75|2|861|12
大分|219|25,001|55|0|161|3
宮崎|428|8,918|56|0|372|1
鹿児島|592|25,683|48|0|537|13
沖縄|3,999|67,432|345|2|3,591|68
（その他）|149|-|0|-|149|-
合計|130,917|2,956,890|17,878|331|110,970|1,980
