都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|9,852|168,206|2,217|24|7,394|241
青森|330|7,261|51|2|273|6
岩手|220|10,109|66|3|150|4
宮城|1,293|19,898|150|5|1,133|10
秋田|90|3,689|4|0|85|1
山形|173|8,120|47|1|125|1
福島|530|41,884|63|5|459|8
茨城|1,832|17,334|395|17|1,414|23
栃木|749|57,257|170|10|579|2
群馬|1,388|39,174|259|5|1,090|22
埼玉|9,321|250,151|1,592|29|7,573|156
千葉|7,466|172,106|832|14|6,542|92
東京|43,704|797,901|4,588|54|38,605|511
神奈川|13,639|265,968|1,227|65|12,199|213
新潟|356|23,178|82|0|274|0
富山|462|17,786|16|0|420|26
石川|872|23,273|28|0|794|50
福井|321|15,731|15|2|295|11
山梨|381|13,645|61|0|311|9
⾧野|803|33,056|112|3|657|6
岐阜|1,245|43,971|250|2|981|14
静岡|1,827|61,478|570|10|1,243|14
愛知|11,157|143,080|1,865|28|9,163|129
三重|950|22,079|190|5|751|9
滋賀|816|29,135|68|1|737|11
京都|2,736|68,469|217|7|2,480|39
大阪|22,507|350,264|4,421|141|17,714|353
兵庫|6,320|103,474|800|39|5,426|94
奈良|1,306|35,104|261|7|1,032|13
和歌山|503|14,074|76|6|409|7
鳥取|63|18,057|6|0|56|0
島根|155|7,158|9|1|146|0
岡山|657|20,802|140|5|468|11
広島|1,023|35,884|203|6|800|6
山口|410|19,028|51|3|353|2
徳島|185|7,925|6|1|170|9
香川|163|18,038|33|0|127|3
愛媛|345|8,520|101|5|237|6
高知|233|4,061|61|0|150|4
福岡|6,060|210,854|387|9|5,564|109
佐賀|337|10,504|41|0|298|2
⾧崎|273|28,194|16|0|257|3
熊本|1,085|25,055|77|7|969|13
大分|397|30,105|151|1|243|3
宮崎|557|10,314|97|1|460|1
鹿児島|637|28,192|35|1|602|13
沖縄|4,574|75,749|428|5|4,077|74
（その他）|149|-|0|-|149|-
合計|160,452|3,415,295|22,535|530|135,434|2,334
