都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|9,669|164,174|2,163|27|7,269|237
青森|324|7,172|45|2|273|6
岩手|220|10,109|66|3|150|4
宮城|1,272|19,587|145|5|1,117|10
秋田|90|3,689|4|0|85|1
山形|158|7,934|33|1|124|1
福島|528|41,506|63|5|457|8
茨城|1,808|17,334|412|17|1,373|23
栃木|732|56,515|156|9|576|2
群馬|1,371|39,174|259|5|1,090|22
埼玉|9,159|244,778|1,584|29|7,423|152
千葉|7,388|171,596|826|14|6,471|91
東京|43,377|797,901|4,483|55|38,383|511
神奈川|13,505|265,968|1,227|65|12,067|211
新潟|354|23,160|82|0|272|0
富山|461|17,786|17|0|418|26
石川|867|23,222|23|0|794|50
福井|321|15,611|16|1|294|11
山梨|381|13,645|61|0|311|9
長野|786|33,056|100|2|655|6
岐阜|1,227|43,695|255|2|958|14
静岡|1,827|61,478|570|10|1,243|14
愛知|10,938|143,080|1,809|27|9,002|127
三重|940|22,079|184|5|747|9
滋賀|814|29,103|73|1|730|11
京都|2,736|68,469|217|7|2,480|39
大阪|22,197|347,916|4,479|132|17,347|352
兵庫|6,169|102,264|782|37|5,296|91
奈良|1,291|35,104|254|7|1,024|13
和歌山|490|13,948|70|6|402|7
鳥取|61|18,010|8|0|52|0
島根|153|7,158|7|1|146|0
岡山|645|20,802|140|5|468|11
広島|1,023|35,884|203|6|800|6
山口|409|19,028|57|3|346|2
徳島|185|7,906|6|1|170|9
香川|159|18,005|31|1|126|2
愛媛|341|8,364|101|5|233|6
高知|215|3,998|55|0|147|4
福岡|5,977|210,049|368|9|5,500|109
佐賀|336|10,424|42|0|294|2
長崎|273|28,117|14|0|257|3
熊本|1,079|24,904|71|7|964|13
大分|378|30,004|139|1|236|3
宮崎|545|10,314|96|1|449|1
鹿児島|637|28,192|35|1|602|13
沖縄|4,535|75,471|418|4|4,050|72
（その他）|149|-|0|-|149|-
合計|158,500|3,397,683|22,249|519|133,820|2,314
