都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|18,130|338,724|1,206|9|16,348|625
青森|744|15,573|44|1|687|13
岩手|514|21,264|21|1|464|29
宮城|3,477|49,419|145|7|3,309|23
秋田|269|6,876|35|0|230|4
山形|526|16,088|51|1|462|13
福島|1,781|92,681|135|11|1,588|58
茨城|5,173|24,059|515|16|4,578|80
栃木|3,884|114,354|278|12|3,550|56
群馬|4,128|79,999|369|13|3,683|76
埼玉|26,832|485,244|3,392|58|23,025|415
千葉|23,891|347,026|4,206|42|19,383|302
東京|104,121|1,385,519|6,499|104|96,587|1,035
神奈川|42,402|526,690|1,849|66|40,006|547
新潟|955|38,315|79|3|864|12
富山|881|32,546|23|2|831|27
石川|1,570|43,532|150|1|1,383|60
福井|522|27,997|38|4|461|23
山梨|913|14,741|21|3|877|15
長野|2,338|88,511|93|2|2,236|39
岐阜|4,459|112,236|347|13|4,030|82
静岡|4,753|157,701|275|2|4,392|86
愛知|24,695|340,660|1,680|48|22,565|450
三重|2,336|52,085|274|14|2,027|35
滋賀|2,251|62,205|221|6|1,997|33
京都|8,750|139,714|926|5|7,760|134
大阪|45,195|690,318|3,298|153|40,888|1,009
兵庫|17,132|216,367|1,204|58|15,484|444
奈良|3,208|73,364|240|8|2,926|42
和歌山|1,111|22,722|66|8|1,008|15
鳥取|207|36,319|19|1|183|2
島根|276|13,515|20|0|256|0
岡山|2,409|55,878|143|5|2,199|24
広島|4,890|120,841|184|8|4,599|95
山口|1,308|49,814|183|0|1,097|28
徳島|395|22,979|30|2|350|15
香川|702|40,184|98|1|587|17
愛媛|1,017|27,709|74|2|921|22
高知|863|6,968|16|1|830|17
福岡|16,835|391,222|1,769|38|14,852|214
佐賀|981|25,206|64|2|929|6
長崎|1,563|60,530|187|3|1,343|35
熊本|3,385|55,073|136|14|3,146|66
大分|1,233|69,123|131|1|1,084|18
宮崎|1,883|24,223|116|3|1,760|20
鹿児島|1,665|59,189|97|3|1,562|19
沖縄|7,882|132,962|589|4|7,204|94
（その他）|149|-|0|-|149|-
合計|404,584|6,808,265|31,536|759|366,680|6,474
