都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|14,314|255,733|1,419|18|12,458|496
青森|554|11,027|95|2|451|8
岩手|410|15,296|47|3|338|25
宮城|2,456|25,820|368|8|2,072|16
秋田|165|4,891|35|0|129|1
山形|422|11,028|58|4|355|9
福島|1,140|63,058|302|8|810|28
茨城|2,947|19,492|565|9|2,343|39
栃木|2,254|79,469|987|11|1,267|9
群馬|2,735|58,301|494|14|2,192|49
埼玉|16,895|349,900|4,426|66|12,227|242
千葉|13,353|242,976|3,487|28|9,735|131
東京|71,182|1,072,713|15,734|129|54,774|674
神奈川|25,618|381,811|4,160|86|21,154|304
新潟|627|29,546|130|0|497|3
富山|656|23,807|106|2|524|26
石川|1,193|32,334|176|9|981|52
福井|387|20,752|40|1|334|12
山梨|676|14,741|119|2|546|11
長野|1,500|55,758|305|6|1,137|18
岐阜|2,868|75,002|662|12|2,162|44
静岡|3,094|106,902|616|7|2,430|48
愛知|18,310|231,862|2,803|41|15,251|256
三重|1,471|32,398|227|4|1,223|21
滋賀|1,464|41,193|359|11|1,090|15
京都|5,518|101,733|1,128|15|4,368|69
大阪|33,273|508,066|4,829|168|27,788|656
兵庫|11,198|153,114|1,149|54|9,795|254
奈良|2,266|53,820|371|10|1,869|26
和歌山|733|17,403|118|5|596|8
鳥取|161|27,288|75|3|84|0
島根|221|9,344|16|1|205|0
岡山|1,695|35,839|327|9|1,241|15
広島|3,740|86,026|703|13|2,734|51
山口|668|32,146|121|1|540|3
徳島|221|16,230|24|0|188|9
香川|403|27,822|146|1|254|3
愛媛|607|15,508|177|2|417|13
高知|721|6,112|81|5|630|10
福岡|10,368|285,837|2,264|19|7,978|125
佐賀|566|16,188|114|1|457|3
長崎|855|44,000|256|10|517|7
熊本|2,172|39,141|219|16|1,680|28
大分|808|48,416|160|4|642|6
宮崎|1,173|15,272|445|2|728|10
鹿児島|1,189|43,160|214|1|975|14
沖縄|5,759|94,217|468|6|5,212|84
（その他）|149|-|0|-|149|-
合計|271,155|4,932,492|51,125|827|215,527|3,931
