都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|4,221|94,853|1,094|11|3,012|115
青森|274|6,004|59|2|210|5
岩手|30|5,725|5|0|26|0
宮城|872|15,374|189|5|677|6
秋田|68|2,667|7|1|60|0
山形|89|6,831|7|0|81|1
福島|418|33,183|38|3|374|6
茨城|834|14,373|64|1|752|18
栃木|503|46,544|19|4|484|1
群馬|932|30,881|38|2|874|20
埼玉|6,363|199,115|606|8|5,644|113
千葉|5,434|137,000|411|6|4,940|83
東京|33,060|641,107|2,135|33|30,460|465
神奈川|9,474|214,729|712|20|8,584|178
新潟|200|18,628|18|0|182|0
富山|425|15,366|2|0|397|26
石川|824|18,907|17|0|758|49
福井|266|11,730|10|0|245|11
山梨|243|12,161|27|1|210|6
長野|387|24,812|44|0|342|6
岐阜|755|28,212|78|0|665|12
静岡|772|46,257|111|1|659|2
愛知|6,869|109,029|756|15|6,015|98
三重|599|16,342|40|2|552|7
滋賀|625|14,966|73|0|543|9
京都|2,174|55,334|129|1|2,015|30
大阪|14,120|257,164|1,278|58|12,567|256
兵庫|3,538|73,509|269|16|3,200|69
奈良|754|26,411|103|0|640|11
和歌山|291|10,767|16|2|266|4
鳥取|51|6,013|14|0|37|0
島根|141|6,281|0|0|141|0
岡山|341|11,198|118|2|185|6
広島|678|29,061|23|1|650|5
山口|231|11,960|18|1|211|2
徳島|170|7,603|6|0|155|9
香川|107|14,353|5|0|100|2
愛媛|117|4,468|1|0|110|6
高知|144|3,680|0|0|140|4
福岡|5,307|173,880|99|4|5,104|104
佐賀|274|7,808|18|0|257|1
長崎|249|23,873|4|0|241|3
熊本|860|21,086|51|1|788|9
大分|161|22,162|2|0|156|3
宮崎|373|8,828|3|1|370|1
鹿児島|537|24,022|67|0|467|13
沖縄|3,561|61,958|264|2|3,237|65
（その他）|149|-|0|-|149|-
合計|108,865|2,626,215|9,048|204|97,932|1,840
