都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|17,626|324,004|1,335|12|15,688|608
青森|724|13,444|55|1|656|13
岩手|499|20,161|19|2|453|27
宮城|3,420|48,574|241|8|3,157|22
秋田|262|6,725|42|0|217|3
山形|510|14,690|61|2|436|13
福島|1,737|86,592|218|11|1,473|46
茨城|4,875|23,454|608|15|4,199|68
栃木|3,791|107,069|410|13|3,332|49
群馬|3,930|76,929|353|13|3,506|71
埼玉|25,594|459,924|3,892|71|21,337|365
千葉|22,730|332,434|5,558|46|16,994|268
東京|100,790|1,334,722|10,765|129|89,108|917
神奈川|41,172|504,498|2,783|99|37,908|481
新潟|921|37,118|104|2|807|10
富山|873|31,259|39|2|807|27
石川|1,473|41,219|86|3|1,339|58
福井|517|27,353|65|4|432|20
山梨|901|14,741|29|3|858|14
長野|2,298|84,306|150|1|2,138|38
岐阜|4,269|106,625|422|11|3,778|69
静岡|4,629|149,524|422|3|4,128|79
愛知|24,101|320,943|2,359|54|21,337|405
三重|2,232|46,585|337|10|1,866|29
滋賀|2,158|57,944|255|7|1,870|33
京都|8,510|132,891|1,360|15|7,106|121
大阪|44,111|657,924|4,456|172|38,709|946
兵庫|16,528|205,268|1,801|60|14,314|413
奈良|3,087|69,966|295|4|2,752|40
和歌山|1,071|21,677|83|10|953|15
鳥取|202|34,630|25|0|172|2
島根|271|12,166|23|0|248|0
岡山|2,354|51,686|252|10|2,013|20
広島|4,827|120,841|295|11|4,418|94
山口|1,250|45,815|277|0|950|23
徳島|389|22,129|50|2|325|14
香川|665|37,851|158|1|492|15
愛媛|996|25,596|97|3|878|21
高知|851|6,936|33|4|804|14
福岡|16,239|374,773|2,163|39|13,883|193
佐賀|957|24,127|85|2|880|4
長崎|1,530|57,572|235|3|1,271|31
熊本|3,353|51,545|208|21|2,961|63
大分|1,177|65,039|152|2|1,008|17
宮崎|1,853|23,387|173|5|1,673|20
鹿児島|1,632|56,867|188|4|1,444|19
沖縄|7,631|127,156|726|7|6,818|92
（その他）|149|-|0|-|149|-
合計|391,665|6,496,679|43,743|897|342,045|5,910
