都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|3,136|82,323|446|6|2,580|110
青森|236|5,036|89|3|143|4
岩手|27|5,309|2|0|25|0
宮城|726|14,204|176|4|548|2
秋田|63|2,487|3|0|60|0
山形|86|6,113|5|0|80|1
福島|388|29,333|23|4|359|6
茨城|770|13,826|32|0|720|18
栃木|489|42,150|25|0|464|1
群馬|901|29,335|67|5|815|19
埼玉|5,889|185,029|396|10|5,386|107
千葉|5,058|127,319|371|9|4,606|81
東京|31,212|598,993|1,799|34|28,958|455
神奈川|8,777|199,811|554|20|8,052|171
新潟|184|17,777|5|0|179|0
富山|423|14,487|1|0|396|26
石川|812|17,341|18|0|745|49
福井|257|11,058|1|0|245|11
山梨|212|11,693|10|0|196|6
⾧野|343|23,025|10|0|332|6
岐阜|687|26,972|35|1|641|11
静岡|636|42,455|52|0|582|2
愛知|6,227|99,251|494|9|5,637|96
三重|566|15,683|18|3|541|7
滋賀|553|14,501|19|0|525|9
京都|2,014|52,347|73|0|1,911|30
大阪|12,876|237,923|977|26|11,636|244
兵庫|3,250|68,946|178|15|3,009|63
奈良|659|24,620|40|0|609|10
和歌山|275|10,439|10|2|256|4
鳥取|38|5,770|3|0|35|0
島根|141|6,281|1|0|141|0
岡山|291|11,198|54|0|172|4
広島|662|27,466|14|0|643|5
山口|213|11,915|4|0|207|2
徳島|164|7,485|0|0|155|9
香川|101|13,518|4|0|95|2
愛媛|116|4,371|0|0|110|6
高知|144|3,650|2|0|138|4
福岡|5,226|165,014|82|3|5,042|102
佐賀|254|7,081|0|0|256|0
⾧崎|244|22,457|1|0|240|3
熊本|786|19,224|33|1|736|8
大分|159|20,989|0|0|156|3
宮崎|367|8,791|1|0|366|1
鹿児島|468|22,179|5|1|459|12
沖縄|3,363|58,299|341|7|2,964|63
（その他）|149|-|0|-|149|-
合計|100,618|2,445,474|6,474|163|92,300|1,773
