都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|1,927|52,203|76|1|1,745|106
青森|35|2,282|2|0|32|1
岩手|23|3,860|0|0|23|0
宮城|351|9,508|79|1|270|2
秋田|52|1,964|0|0|51|0
山形|78|5,026|2|1|76|1
福島|218|18,238|36|1|180|2
茨城|623|12,026|35|5|572|16
栃木|385|27,549|61|1|314|1
群馬|644|18,889|131|1|494|19
埼玉|4,417|131,076|288|6|4,029|100
千葉|3,602|73,902|340|6|3,194|68
東京|24,046|411,359|2,278|25|21,378|390
神奈川|6,323|138,519|635|24|5,552|136
新潟|162|14,561|18|1|144|0
富山|410|11,364|6|0|379|25
石川|750|11,545|63|0|643|44
福井|244|9,477|15|3|218|9
山梨|180|10,263|7|2|168|5
長野|301|17,873|10|0|296|1
岐阜|597|21,219|33|1|554|10
静岡|517|31,367|22|1|494|1
愛知|5,039|68,206|377|15|4,584|78
三重|469|11,703|75|2|389|5
滋賀|477|11,063|21|0|449|7
京都|1,659|38,110|80|1|1,554|25
大阪|10,001|169,292|713|29|9,087|192
兵庫|2,549|51,988|126|11|2,367|56
奈良|552|19,076|16|1|527|9
和歌山|236|9,005|2|0|227|4
鳥取|36|4,910|13|0|23|0
島根|137|5,298|0|0|137|0
岡山|148|7,861|1|-|146|-
広島|475|19,573|9|0|463|3
山口|195|8,763|21|1|173|1
徳島|147|6,744|28|0|107|9
香川|93|10,050|9|0|82|2
愛媛|114|3,973|0|0|108|6
高知|137|3,390|4|0|129|4
福岡|4,996|46,307|211|10|4,695|90
佐賀|245|5,662|2|0|244|0
長崎|236|17,210|3|0|227|3
熊本|571|16,030|24|0|539|8
大分|158|15,465|5|0|151|2
宮崎|344|8,455|4|0|340|1
鹿児島|376|17,562|8|0|368|12
沖縄|2,338|35,020|137|9|2,160|45
（その他）|149|-|0|-|149|-
合計|77,762|1,644,786|6,026|159|70,231|1,499
