都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|18,402|347,859|1,003|16|16,765|632
青森|794|16,135|72|0|706|16
岩手|519|22,189|19|1|471|29
宮城|3,490|49,624|97|7|3,370|23
秋田|269|6,879|26|0|238|5
山形|531|16,500|35|0|481|15
福島|1,818|96,660|131|10|1,626|61
茨城|5,315|24,378|472|15|4,755|88
栃木|3,938|116,692|220|8|3,660|58
群馬|4,213|83,749|307|11|3,827|79
埼玉|27,469|499,404|2,968|44|24,047|454
千葉|24,378|370,038|2,916|37|21,131|331
東京|105,765|1,416,039|5,344|102|99,307|1,114
神奈川|43,051|542,742|1,626|51|40,832|593
新潟|993|39,456|80|1|900|13
富山|886|33,471|19|3|840|27
石川|1,636|45,181|216|1|1,414|60
福井|528|28,883|29|2|475|24
山梨|919|14,741|18|1|885|16
長野|2,345|90,739|68|1|2,265|39
岐阜|4,541|117,589|310|12|4,142|89
静岡|4,809|164,992|211|2|4,507|91
愛知|25,016|353,866|1,434|38|23,112|470
三重|2,370|56,417|208|11|2,121|41
滋賀|2,293|63,616|173|6|2,081|39
京都|8,846|143,753|673|5|8,103|144
大阪|45,707|711,129|2,289|144|41,939|1,045
兵庫|17,377|224,033|973|68|15,933|471
奈良|3,242|75,362|163|6|3,036|43
和歌山|1,140|23,338|61|8|1,041|16
鳥取|207|37,391|16|0|186|2
島根|280|13,515|9|1|271|0
岡山|2,438|60,138|96|5|2,300|26
広島|4,924|139,356|134|6|4,683|98
山口|1,349|52,858|169|0|1,147|33
徳島|423|23,570|45|3|363|15
香川|716|41,367|75|1|624|17
愛媛|1,029|29,571|52|1|955|22
高知|873|6,995|20|1|836|17
福岡|17,176|403,560|1,592|36|15,358|226
佐賀|994|25,910|48|1|959|6
長崎|1,580|62,534|135|2|1,412|35
熊本|3,403|55,559|94|15|3,226|67
大分|1,251|72,083|95|0|1,138|18
宮崎|1,906|24,475|102|2|1,775|20
鹿児島|1,705|61,179|82|5|1,607|20
沖縄|7,960|135,770|451|3|7,415|99
（その他）|149|-|0|-|149|-
合計|410,963|7,041,285|25,376|693|378,414|6,847
