都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|1,828|47,213|82|2|1,641|105
青森|35|2,126|2|0|32|1
岩手|23|3,439|6|0|17|0
宮城|242|8,308|45|0|195|2
秋田|50|1,834|3|0|47|0
山形|78|3,130|2|1|76|1
福島|179|15,917|46|2|133|0
茨城|583|11,303|61|3|508|14
栃木|314|24,277|18|3|296|1
群馬|492|15,694|63|0|400|19
埼玉|4,136|115,297|384|10|3,659|93
千葉|3,225|60,171|307|9|2,854|64
東京|21,849|355,758|2,306|24|19,171|372
神奈川|5,460|123,815|587|25|4,747|126
新潟|145|13,350|6|1|139|0
富山|402|9,947|39|1|345|25
石川|708|9,509|132|2|537|39
福井|243|8,887|62|5|171|8
山梨|176|9,815|8|1|163|5
⾧野|290|16,285|48|0|246|1
岐阜|564|18,884|19|2|535|10
静岡|494|27,475|28|2|465|1
愛知|4,698|58,530|536|15|4,088|74
三重|424|10,641|72|2|349|3
滋賀|464|9,952|50|3|407|7
京都|1,575|34,050|162|3|1,388|25
大阪|9,088|147,096|865|46|8,050|166
兵庫|2,354|47,189|122|7|2,178|54
奈良|538|15,262|41|3|489|8
和歌山|234|8,787|4|0|223|4
鳥取|22|4,588|0|0|22|0
島根|137|5,010|0|0|137|0
岡山|146|7,049|4|-|141|-
広島|459|18,346|9|0|447|3
山口|184|7,288|55|1|129|0
徳島|145|6,371|58|3|80|5
香川|84|8,794|10|0|73|1
愛媛|114|3,881|1|0|107|6
高知|132|3,229|8|1|121|3
福岡|4,817|43,120|717|15|4,031|69
佐賀|241|5,272|7|0|234|0
⾧崎|234|15,530|19|0|206|3
熊本|547|12,352|58|0|474|8
大分|157|13,543|18|0|137|2
宮崎|339|8,190|18|0|321|1
鹿児島|371|16,697|40|1|319|11
沖縄|2,229|29,703|311|9|1,886|36
（その他）|149|-|0|-|149|-
合計|71,398|1,442,904|7,439|202|62,563|1,376
