都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|10,805|183,390|2,274|33|8,239|292
青森|364|7,849|65|2|293|6
岩手|252|10,662|71|4|173|8
宮城|1,417|21,113|208|3|1,197|12
秋田|90|3,746|0|0|89|1
山形|218|8,932|72|1|145|1
福島|582|44,199|81|4|493|8
茨城|1,935|17,774|329|14|1,580|26
栃木|839|60,231|212|9|627|2
群馬|1,572|42,544|306|8|1,242|24
埼玉|10,101|260,942|1,723|34|8,208|170
千葉|7,958|189,306|873|14|6,988|97
東京|46,124|840,791|4,619|67|40,970|535
神奈川|14,599|281,819|1,536|53|12,843|220
新潟|380|24,145|74|0|306|0
富山|462|18,434|6|1|430|26
石川|899|24,571|44|0|807|50
福井|331|16,507|15|2|305|11
山梨|440|14,073|83|0|348|9
長野|909|35,844|128|3|743|6
岐阜|1,406|48,913|282|3|1,105|19
静岡|2,087|67,934|639|16|1,428|20
愛知|12,123|152,984|2,061|28|9,922|140
三重|1,028|24,205|183|5|834|11
滋賀|852|30,612|65|1|776|11
京都|3,076|73,836|406|8|2,644|40
大阪|24,192|372,343|4,256|155|19,524|396
兵庫|6,994|109,727|818|45|6,072|104
奈良|1,433|38,382|237|6|1,183|13
和歌山|545|14,702|70|10|457|7
鳥取|67|19,438|9|0|57|0
島根|165|7,659|11|1|154|0
岡山|702|24,136|116|3|562|11
広島|1,322|43,500|276|10|878|8
山口|429|22,347|51|3|372|2
徳島|187|13,790|6|0|173|9
香川|198|19,091|54|0|141|3
愛媛|356|9,639|66|2|281|8
高知|312|4,483|128|1|180|4
福岡|6,343|221,015|485|11|5,748|110
佐賀|371|11,401|55|0|315|3
長崎|290|29,313|21|0|265|3
熊本|1,184|27,352|97|8|1,020|13
大分|490|32,945|168|2|319|3
宮崎|584|10,923|87|1|497|3
鹿児島|741|30,031|120|1|621|13
沖縄|4,735|78,522|381|6|4,284|75
（その他）|149|-|0|-|149|-
合計|172,638|3,646,095|23,867|578|145,987|2,533
