都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,410|66,373|207|1|2,096|107
青森|41|2,720|4|0|36|1
岩手|25|4,715|2|0|23|0
宮城|499|11,735|45|1|452|2
秋田|59|2,349|1|0|58|0
山形|81|5,319|3|0|77|1
福島|324|23,712|69|3|250|5
茨城|715|13,091|39|4|658|18
栃木|452|33,701|15|0|431|1
群馬|763|25,758|37|4|707|19
埼玉|5,177|160,093|401|9|4,674|102
千葉|4,377|107,131|317|12|3,986|74
東京|28,136|520,982|1,865|25|25,846|425
神奈川|7,679|174,913|515|17|7,011|153
新潟|179|16,561|6|0|173|0
富山|422|13,702|2|0|394|26
石川|786|14,881|21|0|718|47
福井|249|10,299|4|0|234|11
山梨|199|11,097|3|1|190|6
長野|320|20,539|4|0|315|3
岐阜|638|24,608|10|1|618|10
静岡|568|38,416|10|0|556|2
愛知|5,581|86,751|232|10|5,258|91
三重|542|14,421|23|0|512|7
滋賀|519|13,160|15|0|496|8
京都|1,892|47,233|112|1|1,753|27
大阪|11,310|206,198|447|21|10,623|224
兵庫|2,927|61,917|130|13|2,738|59
奈良|605|22,780|27|1|569|9
和歌山|252|9,838|10|1|235|4
鳥取|36|5,541|1|0|35|0
島根|140|5,962|0|0|140|0
岡山|168|8,654|8|3|152|1
広島|642|24,784|45|1|594|3
山口|209|10,742|8|1|199|2
徳島|149|7,122|0|0|140|9
香川|96|11,948|3|0|91|2
愛媛|115|4,204|1|0|108|6
高知|139|3,554|1|0|134|4
福岡|5,112|147,207|70|7|4,943|99
佐賀|249|6,335|3|0|248|0
長崎|241|20,360|3|0|233|3
熊本|720|18,020|70|1|615|8
大分|158|18,654|1|0|155|2
宮崎|344|8,692|0|0|344|1
鹿児島|456|21,051|24|0|432|12
沖縄|2,787|45,430|240|8|2,500|51
（その他）|149|-|0|-|149|-
合計|89,637|2,133,253|5,054|146|82,899|1,645
