都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|11,789|203,872|2,011|35|9,493|358
青森|390|8,553|47|2|337|6
岩手|327|12,450|124|3|191|12
宮城|1,650|22,849|371|3|1,267|12
秋田|94|3,877|4|0|89|1
山形|296|9,449|118|1|177|1
福島|672|47,854|139|5|524|9
茨城|2,081|18,084|276|12|1,771|34
栃木|968|63,840|242|11|726|3
群馬|1,819|45,813|363|4|1,380|28
埼玉|11,090|274,984|1,906|38|9,008|176
千葉|8,659|199,218|1,115|17|7,440|104
東京|49,490|885,494|5,350|66|43,583|557
神奈川|16,003|307,929|1,747|50|14,027|229
新潟|421|25,335|73|0|348|3
富山|480|19,629|19|1|435|26
石川|938|26,165|63|0|828|50
福井|337|17,267|15|2|311|11
山梨|463|14,234|40|1|414|9
長野|1,013|40,050|143|7|826|7
岐阜|1,629|54,297|366|6|1,242|21
静岡|2,299|72,162|655|14|1,617|27
愛知|13,282|168,108|2,201|37|10,931|150
三重|1,115|24,205|173|5|927|15
滋賀|894|32,541|70|1|813|11
京都|3,475|78,701|568|8|2,879|43
大阪|26,167|399,915|3,818|157|21,879|454
兵庫|7,682|118,382|802|46|6,755|125
奈良|1,577|41,214|227|10|1,335|15
和歌山|570|15,528|51|8|501|7
鳥取|68|20,828|8|1|59|0
島根|174|7,659|16|1|158|0
岡山|885|27,231|116|3|562|11
広島|1,889|51,951|278|12|1,058|12
山口|445|24,734|45|5|394|2
徳島|188|14,101|3|0|176|9
香川|206|20,108|44|0|159|3
愛媛|372|9,854|53|2|310|9
高知|455|5,094|173|0|277|5
福岡|6,890|233,615|792|13|5,987|111
佐賀|403|12,810|53|0|353|3
長崎|345|31,700|61|2|276|3
熊本|1,353|29,145|161|5|1,085|13
大分|556|36,116|138|5|415|3
宮崎|632|11,471|72|2|560|4
鹿児島|837|33,532|184|1|653|13
沖縄|4,898|81,811|335|7|4,491|77
（その他）|149|-|0|-|149|-
合計|188,415|3,903,759|25,629|609|159,176|2,782
