都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,267|61,798|196|0|1,964|107
青森|37|2,585|1|0|35|1
岩手|24|4,518|1|0|23|0
宮城|453|11,139|53|1|398|2
秋田|58|2,304|5|0|53|0
山形|79|5,253|2|0|76|1
福島|287|21,931|54|3|229|4
茨城|698|12,846|53|5|628|17
栃木|443|32,855|24|0|419|1
群馬|741|24,187|37|3|679|19
埼玉|4,923|151,207|350|6|4,471|102
千葉|4,193|103,301|334|13|3,787|72
東京|27,117|495,064|1,927|22|24,773|417
神奈川|7,331|164,983|496|20|6,688|147
新潟|176|16,062|8|0|168|0
富山|422|13,147|9|0|387|26
石川|778|14,054|21|0|710|47
福井|248|10,019|4|0|233|11
山梨|196|10,928|12|1|178|6
長野|317|19,906|12|0|304|1
岐阜|631|23,881|14|2|607|10
静岡|565|36,984|30|0|533|2
愛知|5,478|82,828|277|13|5,112|89
三重|535|13,783|41|1|487|7
滋賀|510|12,593|15|0|487|8
京都|1,800|45,125|60|2|1,713|27
大阪|10,999|197,287|439|23|10,327|221
兵庫|2,838|59,555|121|10|2,658|59
奈良|587|21,824|20|0|558|9
和歌山|243|9,550|3|0|233|4
鳥取|36|5,510|4|0|32|0
島根|140|5,896|0|0|140|0
岡山|162|8,654|8|-|152|-
広島|615|21,723|80|0|529|3
山口|207|10,311|8|1|197|2
徳島|149|7,054|3|0|131|9
香川|93|11,368|0|0|91|2
愛媛|115|4,167|1|0|108|6
高知|138|3,524|0|0|134|4
福岡|5,069|141,044|71|6|4,899|99
佐賀|248|6,243|3|0|247|0
長崎|238|19,543|1|0|233|3
熊本|642|17,067|56|0|570|8
大分|158|17,842|1|0|155|2
宮崎|344|8,654|1|0|343|1
鹿児島|447|20,098|31|0|413|12
沖縄|2,682|42,581|273|9|2,366|47
（その他）|149|-|0|-|149|-
合計|86,606|2,032,776|5,160|141|79,807|1,615
