都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|12,876|227,301|1,579|24|10,851|427
青森|422|9,115|38|1|377|7
岩手|363|13,594|63|3|278|22
宮城|1,983|23,979|418|5|1,552|13
秋田|123|4,020|29|0|93|1
山形|361|9,985|93|6|264|4
福島|865|54,539|225|5|623|17
茨城|2,280|18,432|225|7|2,020|35
栃木|1,207|69,676|291|12|916|6
群馬|2,134|50,358|343|9|1,756|35
埼玉|13,029|302,513|2,707|46|10,129|193
千葉|10,113|219,395|1,804|21|8,195|114
東京|55,851|962,086|7,123|81|48,121|607
神奈川|19,173|334,987|2,423|61|16,492|258
新潟|503|27,142|98|0|405|3
富山|538|21,295|55|1|457|26
石川|1,022|28,720|109|6|870|50
福井|345|18,612|16|2|318|11
山梨|509|14,417|45|3|453|11
長野|1,105|45,163|113|2|984|13
岐阜|1,978|62,489|397|7|1,552|29
静岡|2,539|88,334|461|5|2,041|37
愛知|15,183|191,017|2,276|42|12,719|188
三重|1,211|29,023|136|4|1,059|16
滋賀|1,062|35,847|178|2|873|11
京都|4,105|87,310|813|17|3,282|45
大阪|28,694|443,170|3,502|161|24,656|536
兵庫|8,989|131,315|1,079|45|7,746|164
奈良|1,843|46,358|315|11|1,507|21
和歌山|594|16,235|26|5|550|7
鳥取|84|23,151|17|0|65|0
島根|194|9,344|18|1|176|0
岡山|1,245|31,723|384|8|762|13
広島|2,815|65,962|466|15|1,524|18
山口|516|26,760|93|2|416|3
徳島|195|14,889|7|0|179|9
香川|273|22,824|77|0|193|3
愛媛|407|12,061|49|4|347|11
高知|618|5,688|161|6|451|6
福岡|7,995|255,221|1,190|12|6,688|117
佐賀|443|14,538|52|1|393|3
長崎|457|37,590|168|2|298|3
熊本|1,669|33,475|151|3|1,337|16
大分|617|40,580|74|5|538|5
宮崎|695|12,114|73|0|622|5
鹿児島|920|36,020|89|1|831|13
沖縄|5,169|86,612|320|5|4,774|80
（その他）|149|-|0|-|149|-
合計|215,461|4,314,979|30,369|659|180,882|3,212
