都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|18,717|364,021|721|12|17,351|650
青森|812|17,021|60|1|733|19
岩手|549|23,571|30|1|489|30
宮城|3,530|65,664|83|5|3,424|23
秋田|269|6,949|8|0|255|6
山形|537|17,055|19|0|503|15
福島|1,867|103,670|105|5|1,696|66
茨城|5,498|24,712|347|13|5,049|102
栃木|4,012|119,546|179|8|3,772|61
群馬|4,354|88,125|213|6|4,058|83
埼玉|28,450|525,732|1,911|38|26,037|502
千葉|25,291|384,075|2,087|26|22,819|385
東京|109,135|1,474,444|4,247|84|103,667|1,221
神奈川|43,854|565,643|1,279|39|41,942|633
新潟|1,028|41,618|81|1|933|14
富山|897|34,876|21|3|849|27
石川|1,760|47,747|220|3|1,529|61
福井|542|30,269|21|0|496|25
山梨|934|24,827|20|2|899|16
長野|2,354|94,428|28|0|2,317|41
岐阜|4,652|126,785|211|9|4,341|100
静岡|4,963|176,824|223|1|4,648|92
愛知|25,442|371,954|1,023|33|23,921|498
三重|2,454|60,178|168|10|2,238|48
滋賀|2,361|66,582|125|5|2,194|42
京都|8,975|149,842|437|2|8,408|149
大阪|46,427|747,958|1,477|107|43,434|1,084
兵庫|17,706|235,126|661|54|16,543|502
奈良|3,326|78,866|145|4|3,137|44
和歌山|1,158|24,142|35|2|1,082|17
鳥取|207|38,945|2|0|200|2
島根|281|14,340|4|0|277|0
岡山|2,461|60,138|89|3|2,340|29
広島|4,992|149,155|102|7|4,781|99
山口|1,366|55,951|101|1|1,230|35
徳島|446|25,280|53|1|377|16
香川|731|42,942|35|1|678|18
愛媛|1,044|31,147|37|1|984|23
高知|884|7,089|17|1|850|17
福岡|17,656|424,382|1,066|23|16,338|252
佐賀|996|26,541|16|0|994|7
長崎|1,590|64,938|49|1|1,508|36
熊本|3,432|56,279|69|7|3,290|72
大分|1,280|75,808|61|0|1,199|20
宮崎|1,943|24,614|50|0|1,865|21
鹿児島|1,743|64,980|87|4|1,655|24
沖縄|8,047|140,309|313|2|7,635|104
（その他）|149|-|0|-|149|-
合計|421,102|7,395,088|18,336|526|395,114|7,331
