都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|1,797|44,770|127|2|1,567|103
青森|35|2,063|2|0|32|1
岩手|22|3,163|10|0|9|0
宮城|210|7,959|18|0|190|2
秋田|49|1,797|4|0|45|0
山形|78|3,115|2|1|76|1
福島|168|15,127|57|1|111|0
茨城|555|10,918|60|3|481|14
栃木|307|22,687|25|3|287|1
群馬|451|14,847|78|0|348|19
埼玉|4,013|111,359|542|11|3,381|90
千葉|3,092|56,986|344|10|2,685|63
東京|21,128|333,714|2,525|29|18,239|364
神奈川|5,096|118,302|568|22|4,404|124
新潟|145|12,820|9|0|136|0
富山|396|9,723|73|0|306|25
石川|666|8,652|130|2|502|34
福井|236|8,268|69|3|156|8
山梨|173|9,616|12|1|157|4
長野|268|14,878|76|0|196|1
岐阜|562|18,372|25|3|527|10
静岡|484|26,222|41|1|442|1
愛知|4,559|55,193|684|16|3,807|68
三重|380|9,957|58|3|320|2
滋賀|454|9,392|78|5|370|6
京都|1,474|32,102|164|1|1,287|23
大阪|8,752|138,267|985|53|7,603|157
兵庫|2,297|45,186|158|13|2,086|53
奈良|524|12,990|39|4|478|7
和歌山|231|8,665|3|0|221|4
鳥取|22|4,566|0|0|22|0
島根|137|4,911|2|0|135|0
岡山|145|5,880|14|-|128|-
広島|459|17,843|13|0|443|3
山口|175|6,976|82|0|93|0
徳島|137|6,023|61|2|67|4
香川|78|8,291|7|0|70|1
愛媛|114|3,828|1|0|107|6
高知|129|3,115|21|1|105|3
福岡|4,636|41,214|831|14|3,742|63
佐賀|239|5,151|18|0|222|0
長崎|232|14,973|22|1|186|3
熊本|528|11,621|70|0|441|7
大分|150|12,804|16|0|132|2
宮崎|338|8,126|30|0|308|1
鹿児島|363|16,024|52|1|299|11
沖縄|2,152|25,883|398|12|1,729|29
（その他）|149|-|0|-|149|-
合計|68,785|1,364,339|8,604|218|58,827|1,318
