都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|4,021|92,885|976|11|2,931|114
青森|274|5,924|63|2|206|5
岩手|30|5,719|4|0|26|0
宮城|865|15,288|208|5|652|5
秋田|67|2,659|7|1|60|0
山形|88|6,810|6|0|81|1
福島|418|32,623|38|3|374|6
茨城|825|14,334|61|1|746|18
栃木|499|45,819|18|3|481|1
群馬|927|30,692|38|3|869|20
埼玉|6,296|196,518|554|11|5,630|112
千葉|5,386|136,592|405|8|4,899|82
東京|32,767|635,524|2,126|35|30,179|462
神奈川|9,375|213,692|662|23|8,535|178
新潟|198|18,433|16|0|182|0
富山|424|15,138|1|0|397|26
石川|823|18,574|19|0|755|49
福井|262|11,268|6|0|245|11
山梨|241|12,077|28|1|207|6
⾧野|384|24,461|41|0|342|6
岐阜|742|27,985|67|0|663|12
静岡|756|45,801|99|1|655|2
愛知|6,812|106,996|765|15|5,949|98
三重|597|16,342|38|3|552|7
滋賀|620|14,897|70|0|541|9
京都|2,166|55,036|141|1|1,995|30
大阪|13,894|253,794|1,184|51|12,438|253
兵庫|3,518|73,008|260|15|3,191|67
奈良|745|26,032|98|0|636|11
和歌山|289|10,716|14|2|266|4
鳥取|50|5,944|13|0|37|0
島根|141|6,281|0|0|141|0
岡山|340|11,198|118|2|185|6
広島|678|28,891|23|1|648|5
山口|225|11,960|13|0|210|2
徳島|168|7,592|4|0|155|9
香川|107|14,223|5|0|100|2
愛媛|117|4,456|1|0|110|6
高知|144|3,680|0|0|140|4
福岡|5,284|172,436|90|4|5,090|104
佐賀|274|7,708|18|0|257|1
⾧崎|249|23,623|4|0|241|3
熊本|854|20,847|51|0|776|9
大分|161|21,941|2|0|156|3
宮崎|373|8,822|4|1|369|1
鹿児島|537|23,874|67|0|467|13
沖縄|3,536|61,923|276|5|3,200|65
（その他）|149|-|0|-|149|-
合計|107,696|2,601,036|8,702|208|97,114|1,828
