都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|3,301|84,892|545|5|2,646|110
青森|245|5,267|79|3|162|4
岩手|27|5,399|3|0|25|0
宮城|772|14,414|211|3|559|2
秋田|64|2,503|4|0|60|0
山形|86|6,231|5|0|80|1
福島|391|29,647|20|4|365|6
茨城|775|13,982|35|0|722|18
栃木|492|43,764|26|0|466|1
群馬|905|29,632|60|5|823|19
埼玉|5,945|187,661|397|9|5,439|109
千葉|5,119|128,210|328|10|4,710|81
東京|31,502|604,642|1,816|32|29,227|459
神奈川|8,868|203,062|545|24|8,150|173
新潟|184|17,948|5|0|179|0
富山|423|14,541|1|0|396|26
石川|812|17,426|18|0|745|49
福井|257|11,100|1|1|245|11
山梨|216|11,769|14|0|196|6
⾧野|349|23,290|15|0|333|6
岐阜|698|27,193|40|1|647|11
静岡|661|43,590|71|0|588|2
愛知|6,319|101,585|521|9|5,702|96
三重|569|15,683|20|3|542|7
滋賀|560|14,525|22|0|529|9
京都|2,061|52,973|103|2|1,928|30
大阪|12,876|237,923|977|26|11,636|244
兵庫|3,275|69,544|168|16|3,042|65
奈良|675|24,985|51|0|614|10
和歌山|277|10,479|6|2|262|4
鳥取|38|5,777|3|0|35|0
島根|141|6,281|0|0|141|0
岡山|303|11,198|54|0|172|4
広島|662|27,820|11|0|646|5
山口|215|11,941|4|0|209|2
徳島|164|7,500|0|0|155|9
香川|102|13,637|5|0|95|2
愛媛|116|4,392|0|0|110|6
高知|144|3,651|1|0|139|4
福岡|5,238|166,647|74|4|5,061|103
佐賀|264|7,279|10|0|256|0
⾧崎|244|22,968|0|0|241|3
熊本|814|19,849|43|1|753|8
大分|159|21,258|0|0|156|3
宮崎|369|8,799|2|0|367|1
鹿児島|475|22,533|12|0|463|13
沖縄|3,392|59,096|308|5|3,026|63
（その他）|149|-|0|-|149|-
合計|101,693|2,474,486|6,634|165|93,192|1,785
