都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|18,534|352,699|832|13|17,069|640
青森|806|16,641|76|1|713|17
岩手|524|22,491|18|1|477|29
宮城|3,509|49,684|86|5|3,400|23
秋田|269|6,948|22|0|241|6
山形|534|16,610|28|0|491|15
福島|1,836|98,705|122|9|1,650|64
茨城|5,390|24,519|395|15|4,897|98
栃木|3,971|117,740|215|9|3,697|59
群馬|4,282|85,166|251|8|3,950|81
埼玉|27,857|508,340|2,374|42|25,010|473
千葉|24,720|373,733|2,605|29|21,764|351
東京|107,609|1,436,850|5,592|97|100,880|1,137
神奈川|43,335|549,826|1,422|40|41,315|598
新潟|1,008|40,518|77|1|918|13
富山|888|33,912|18|3|843|27
石川|1,693|45,940|228|1|1,461|60
福井|530|28,979|21|2|484|25
山梨|928|14,741|19|1|893|16
長野|2,347|92,339|48|1|2,287|41
岐阜|4,590|119,741|258|10|4,236|96
静岡|4,855|168,204|165|1|4,598|92
愛知|25,205|359,938|1,233|36|23,494|478
三重|2,393|56,417|168|11|2,180|45
滋賀|2,325|65,163|156|4|2,130|39
京都|8,916|146,242|570|5|8,221|147
大阪|46,016|725,724|1,876|142|42,638|1,058
兵庫|17,514|227,721|828|68|16,206|480
奈良|3,273|76,238|137|5|3,093|43
和歌山|1,151|23,902|53|10|1,058|17
鳥取|207|37,775|8|0|194|2
島根|280|13,515|7|1|273|0
岡山|2,449|60,138|96|5|2,300|26
広島|4,949|139,356|117|6|4,725|99
山口|1,356|52,858|138|1|1,183|35
徳島|430|24,165|47|2|368|15
香川|723|41,706|51|1|654|18
愛媛|1,029|29,650|47|1|960|22
高知|877|7,041|18|1|842|17
福岡|17,396|409,827|1,361|33|15,799|236
佐賀|995|26,109|36|1|974|6
長崎|1,585|63,185|99|3|1,450|36
熊本|3,413|55,685|87|11|3,247|70
大分|1,263|72,676|82|0|1,163|18
宮崎|1,935|24,553|73|1|1,834|21
鹿児島|1,726|63,076|94|5|1,630|22
沖縄|7,995|137,656|360|2|7,538|102
（その他）|149|-|0|-|149|-
合計|415,565|7,144,642|22,614|644|385,577|7,013
