都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|1,975|53,428|108|1|1,760|107
青森|35|2,282|2|0|32|1
岩手|23|3,860|0|0|23|0
宮城|369|9,794|73|1|294|2
秋田|53|1,964|2|0|51|0
山形|78|5,038|2|1|76|1
福島|226|18,477|38|1|186|2
茨城|629|12,026|33|5|579|17
栃木|402|27,987|61|1|316|1
群馬|683|19,079|130|0|521|19
埼玉|4,462|131,459|284|6|4,078|100
千葉|3,669|75,232|331|6|3,262|68
東京|24,394|411,359|2,349|30|21,654|391
神奈川|6,441|138,519|635|24|5,671|135
新潟|165|14,620|21|1|144|0
富山|410|11,364|5|0|380|25
石川|760|11,863|69|0|646|45
福井|244|9,514|9|2|223|10
山梨|180|10,263|7|2|168|5
長野|303|17,873|10|0|298|1
岐阜|600|21,255|18|1|572|10
静岡|517|31,367|22|1|494|1
愛知|5,122|69,521|408|16|4,633|81
三重|475|11,898|76|5|393|5
滋賀|479|11,256|20|0|451|8
京都|1,659|38,110|80|1|1,554|25
大阪|10,166|171,268|753|29|9,210|194
兵庫|2,602|53,104|121|9|2,424|57
奈良|556|19,076|18|1|529|9
和歌山|237|9,039|3|0|227|4
鳥取|36|5,355|13|0|23|0
島根|137|5,313|0|0|137|0
岡山|148|7,861|1|-|146|-
広島|479|19,573|12|0|464|3
山口|195|8,960|9|1|184|1
徳島|147|6,786|28|0|112|9
香川|93|10,106|9|0|82|2
愛媛|114|3,973|0|0|108|6
高知|137|3,405|1|0|132|4
福岡|5,004|46,615|179|12|4,734|91
佐賀|244|5,698|2|0|244|0
長崎|236|17,306|3|0|227|3
熊本|571|16,086|14|0|549|8
大分|158|15,655|5|0|151|2
宮崎|344|8,455|4|0|340|1
鹿児島|377|17,562|7|0|370|12
沖縄|2,364|36,499|150|8|2,173|45
（その他）|149|-|0|-|149|-
合計|78,847|1,657,103|6,125|165|71,174|1,511
