都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,296|62,719|198|0|1,991|107
青森|37|2,590|1|0|35|1
岩手|24|4,599|1|0|23|0
宮城|461|11,240|49|1|410|2
秋田|58|2,309|5|0|53|0
山形|81|5,276|4|0|76|1
福島|295|22,225|58|4|233|4
茨城|700|12,878|50|5|633|17
栃木|443|33,095|23|0|421|1
群馬|747|24,420|40|5|688|19
埼玉|4,951|152,490|342|6|4,507|102
千葉|4,232|104,100|328|14|3,832|72
東京|27,320|500,147|1,913|21|24,986|421
神奈川|7,408|167,935|496|19|6,763|149
新潟|176|16,176|7|0|169|0
富山|422|13,250|7|0|389|26
石川|780|14,182|21|0|712|47
福井|249|10,074|5|0|233|11
山梨|196|10,962|9|1|182|6
長野|318|20,010|11|0|306|1
岐阜|632|24,022|13|2|609|10
静岡|565|37,352|24|0|539|2
愛知|5,493|83,343|268|12|5,136|89
三重|535|13,981|36|1|492|7
滋賀|511|12,692|14|0|489|8
京都|1,809|45,380|63|2|1,719|27
大阪|11,057|199,072|445|23|10,378|221
兵庫|2,865|60,098|134|12|2,672|59
奈良|595|21,963|27|0|559|9
和歌山|249|9,647|8|0|234|4
鳥取|36|5,517|3|0|33|0
島根|140|5,907|0|0|140|0
岡山|163|8,654|8|3|152|1
広島|620|22,098|65|0|547|3
山口|208|10,465|9|1|197|2
徳島|149|7,069|0|0|131|9
香川|93|11,409|0|0|91|2
愛媛|115|4,175|1|0|108|6
高知|138|3,528|0|0|134|4
福岡|5,077|142,188|64|6|4,925|99
佐賀|248|6,267|3|0|247|0
長崎|239|19,716|3|0|233|3
熊本|652|17,242|57|0|566|8
大分|158|17,988|1|0|155|2
宮崎|344|8,656|0|0|344|1
鹿児島|447|20,254|31|0|413|12
沖縄|2,710|43,113|275|9|2,391|48
（その他）|149|-|0|-|149|-
合計|87,191|2,052,473|5,120|147|80,425|1,623
