都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,590|71,450|216|2|2,266|108
青森|138|3,404|98|2|39|1
岩手|26|4,984|3|0|23|0
宮城|538|12,525|45|1|491|2
秋田|61|2,399|1|0|59|0
山形|81|5,608|1|0|79|1
福島|374|26,071|78|3|290|6
茨城|731|13,484|29|2|684|18
栃木|473|34,761|31|0|442|1
群馬|806|26,941|48|5|730|19
埼玉|5,476|170,524|425|10|4,948|103
千葉|4,637|114,416|329|9|4,232|76
東京|29,335|552,912|1,669|24|27,227|439
神奈川|8,100|182,851|517|25|7,429|154
新潟|180|17,092|1|0|179|0
富山|422|14,157|0|0|396|26
石川|795|15,695|17|0|731|47
福井|256|10,717|8|0|237|11
山梨|199|11,301|0|0|193|6
⾧野|327|21,561|8|1|319|4
岐阜|651|25,391|16|1|625|10
静岡|583|40,201|14|0|567|2
愛知|5,713|91,443|228|10|5,394|91
三重|551|14,854|15|0|529|7
滋賀|531|13,450|16|0|506|9
京都|1,934|49,696|85|0|1,820|29
大阪|11,702|217,762|473|19|10,984|229
兵庫|3,027|64,611|119|17|2,847|61
奈良|618|23,550|21|2|588|9
和歌山|260|10,021|11|1|242|4
鳥取|35|5,567|0|0|35|0
島根|140|6,066|0|0|140|0
岡山|185|8,654|12|2|155|1
広島|651|26,180|30|0|617|4
山口|210|11,214|3|1|205|2
徳島|163|7,304|14|0|140|9
香川|99|12,691|3|0|94|2
愛媛|116|4,274|1|0|109|6
高知|140|3,591|1|0|135|4
福岡|5,153|154,248|66|5|4,987|100
佐賀|253|6,774|5|0|250|0
⾧崎|242|21,126|0|0|236|3
熊本|754|18,644|49|0|686|8
大分|159|19,633|1|0|155|3
宮崎|366|8,729|1|0|365|1
鹿児島|463|21,588|10|0|453|12
沖縄|3,012|49,145|319|8|2,641|56
（その他）|149|-|0|-|149|-
合計|93,405|2,249,260|5,037|150|86,648|1,684
