都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|1,876|49,898|60|2|1,710|106
青森|35|2,217|2|0|32|1
岩手|23|3,727|1|0|22|0
宮城|310|8,955|80|0|228|2
秋田|51|1,862|0|0|50|0
山形|78|4,895|2|1|76|1
福島|211|17,156|46|1|165|0
茨城|614|11,777|54|4|544|16
栃木|359|25,830|36|2|304|1
群馬|553|17,456|89|1|445|19
埼玉|4,302|124,854|302|7|3,903|97
千葉|3,416|68,010|299|6|3,050|67
東京|23,083|386,979|2,351|22|20,348|384
神奈川|5,960|131,185|676|35|5,156|128
新潟|149|13,917|8|1|141|0
富山|408|10,945|13|0|370|25
石川|731|10,793|77|0|611|43
福井|244|9,242|37|4|197|8
山梨|179|10,072|10|1|164|5
長野|296|17,264|18|0|283|1
岐阜|594|20,034|37|1|547|10
静岡|504|30,159|17|1|486|1
愛知|4,897|62,807|398|16|4,423|76
三重|460|11,265|81|1|374|5
滋賀|471|10,706|37|1|427|7
京都|1,624|36,630|91|1|1,508|25
大阪|9,636|159,267|837|36|8,611|180
兵庫|2,470|49,817|125|6|2,290|55
奈良|546|18,481|24|1|513|9
和歌山|236|8,918|4|0|225|4
鳥取|32|4,683|10|0|22|0
島根|137|5,215|0|0|137|0
岡山|147|7,511|1|-|145|-
広島|468|18,987|9|0|456|3
山口|194|8,252|41|1|152|1
徳島|147|6,636|40|1|96|8
香川|89|9,497|9|0|78|2
愛媛|114|3,938|1|0|107|6
高知|137|3,319|7|0|126|4
福岡|4,948|44,991|355|13|4,513|80
佐賀|244|5,532|4|0|240|0
長崎|236|16,492|8|0|224|3
熊本|569|13,039|38|0|521|8
大分|158|14,529|11|0|145|2
宮崎|342|8,331|10|0|332|1
鹿児島|372|17,221|13|1|372|11
沖縄|2,294|32,570|198|7|2,055|45
（その他）|149|-|0|-|149|-
合計|75,093|1,555,861|6,567|174|67,073|1,450
