都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|3,681|89,907|713|10|2,855|113
青森|271|5,750|72|3|195|4
岩手|30|5,655|4|0|26|0
宮城|834|15,020|214|4|616|4
秋田|67|2,642|7|1|60|0
山形|86|6,749|4|0|81|1
福島|412|31,153|35|3|371|6
茨城|806|14,162|50|1|738|18
栃木|498|45,708|25|3|473|1
群馬|924|30,491|44|4|860|20
埼玉|6,201|194,647|536|7|5,554|111
千葉|5,310|135,455|406|9|4,822|82
東京|32,429|627,902|1,992|36|29,976|461
神奈川|9,261|209,445|600|23|8,487|174
新潟|188|18,262|6|0|182|0
富山|424|15,001|2|0|396|26
石川|819|18,467|17|0|753|49
福井|258|11,246|2|1|245|11
山梨|225|11,926|18|0|201|6
長野|357|24,098|18|0|338|6
岐阜|729|27,877|62|0|655|12
静岡|707|44,670|90|0|615|2
愛知|6,618|105,343|649|13|5,872|97
三重|595|16,342|44|3|544|7
滋賀|599|14,734|53|0|537|9
京都|2,101|54,297|99|2|1,972|30
大阪|13,676|250,416|1,169|43|12,238|249
兵庫|3,455|72,133|245|14|3,143|67
奈良|726|25,726|93|0|623|10
和歌山|286|10,623|14|3|263|4
鳥取|43|5,889|5|0|37|0
島根|141|6,281|0|0|141|0
岡山|332|11,198|118|2|185|6
広島|670|28,463|17|1|648|5
山口|225|11,960|14|0|209|2
徳島|167|7,566|0|0|155|9
香川|104|14,083|2|0|100|2
愛媛|117|4,434|1|0|110|6
高知|144|3,671|1|0|139|4
福岡|5,276|171,300|87|4|5,085|104
佐賀|268|7,612|13|0|257|0
長崎|246|23,522|4|0|241|3
熊本|847|20,748|53|0|770|9
大分|160|21,889|1|0|156|3
宮崎|372|8,807|4|1|368|1
鹿児島|505|23,324|24|0|464|13
沖縄|3,488|60,962|277|5|3,152|64
（その他）|149|-|0|-|149|-
合計|105,827|2,567,556|7,904|196|96,057|1,811
