都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,491|68,951|199|1|2,184|108
青森|100|3,045|63|1|36|1
岩手|26|4,874|3|0|23|0
宮城|522|12,197|50|1|470|2
秋田|59|2,361|1|0|58|0
山形|81|5,335|2|0|78|1
福島|359|24,626|87|2|266|6
茨城|725|13,174|31|3|676|18
栃木|463|34,330|19|0|439|1
群馬|769|26,309|38|4|712|19
埼玉|5,331|163,276|416|9|4,812|103
千葉|4,505|110,818|351|12|4,078|76
東京|28,839|535,672|1,931|23|26,474|434
神奈川|7,893|178,657|570|19|7,169|154
新潟|180|16,836|4|0|176|0
富山|423|13,903|1|0|396|26
石川|793|15,311|24|0|722|47
福井|254|10,331|9|0|234|11
山梨|199|11,173|2|0|191|6
長野|326|20,863|8|0|317|4
岐阜|642|24,976|12|1|620|10
静岡|575|39,100|15|0|558|2
愛知|5,636|88,536|229|9|5,316|91
三重|549|14,646|17|0|525|7
滋賀|522|13,286|15|0|499|8
京都|1,907|48,126|119|1|1,761|27
大阪|11,464|211,968|467|19|10,754|227
兵庫|2,978|63,270|116|17|2,802|60
奈良|613|23,057|30|2|574|9
和歌山|255|9,917|12|1|236|4
鳥取|36|5,548|0|0|36|0
島根|140|6,017|0|0|140|0
岡山|172|8,654|12|2|155|1
広島|649|25,370|40|1|604|4
山口|209|10,853|4|1|203|2
徳島|158|7,162|0|0|140|9
香川|98|12,344|5|0|91|2
愛媛|116|4,240|2|0|108|6
高知|140|3,575|1|0|135|4
福岡|5,139|150,417|64|6|4,976|99
佐賀|252|6,495|5|0|249|0
長崎|241|20,708|3|0|235|3
熊本|740|18,369|68|0|652|8
大分|159|19,186|2|0|155|2
宮崎|366|8,703|1|0|365|1
鹿児島|462|21,290|20|0|439|12
沖縄|2,855|46,732|258|10|2,547|54
（その他）|149|-|0|-|149|-
合計|91,560|2,184,587|5,326|145|84,535|1,669
