都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|3,447|87,181|608|6|2,727|112
青森|264|5,536|74|3|186|4
岩手|29|5,546|4|0|25|0
宮城|804|14,655|228|3|573|3
秋田|67|2,613|6|1|60|0
山形|86|6,560|4|0|81|1
福島|401|30,204|26|3|369|6
茨城|789|14,094|44|1|727|18
栃木|494|44,211|24|1|470|1
群馬|913|30,057|45|4|845|20
埼玉|6,018|191,061|392|6|5,515|111
千葉|5,207|132,362|337|9|4,789|81
東京|31,893|619,099|1,817|38|29,615|461
神奈川|9,021|206,810|586|25|8,262|173
新潟|185|18,101|4|0|181|0
富山|424|14,742|2|0|396|26
石川|815|18,104|18|0|748|49
福井|257|11,175|1|1|245|11
山梨|221|11,897|17|0|198|6
長野|350|23,957|12|0|337|6
岐阜|710|27,497|47|0|651|12
静岡|690|44,359|85|0|603|2
愛知|6,457|103,369|612|11|5,749|96
三重|575|15,683|25|3|543|7
滋賀|584|14,575|43|0|532|9
京都|2,090|54,018|91|2|1,969|30
大阪|13,316|245,639|1,034|40|12,014|249
兵庫|3,363|70,648|218|16|3,078|67
奈良|694|25,498|66|0|618|10
和歌山|280|10,540|8|3|263|4
鳥取|38|5,786|2|0|36|0
島根|141|6,281|0|0|141|0
岡山|315|11,198|118|2|185|6
広島|665|28,303|13|0|647|5
山口|223|11,960|11|0|210|2
徳島|164|7,525|0|0|155|9
香川|103|13,845|4|0|97|2
愛媛|116|4,419|0|0|110|6
高知|144|3,661|1|0|139|4
福岡|5,251|168,839|70|4|5,077|104
佐賀|266|7,429|12|0|256|0
長崎|245|23,180|0|0|241|3
熊本|824|19,986|45|1|755|8
大分|159|21,490|0|0|156|3
宮崎|371|8,803|3|1|368|1
鹿児島|505|23,128|24|0|464|13
沖縄|3,435|60,235|294|5|3,082|64
（その他）|149|-|0|-|149|-
合計|103,558|2,525,859|7,075|189|94,637|1,805
