都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|16,672|299,462|1,502|17|14,619|569
青森|677|12,455|69|4|599|9
岩手|488|18,971|47|1|416|25
宮城|3,253|46,124|500|10|2,731|22
秋田|247|6,089|66|1|180|1
山形|458|13,142|29|1|416|13
福島|1,610|77,257|302|11|1,272|36
茨城|4,365|21,908|850|14|3,462|53
栃木|3,556|99,127|900|20|2,656|36
群馬|3,604|69,533|453|11|3,085|66
埼玉|23,345|419,823|5,188|91|17,850|307
千葉|20,246|303,228|6,616|51|13,419|211
東京|93,890|1,232,156|18,227|156|74,881|782
神奈川|38,028|455,639|4,794|114|32,836|398
新潟|845|35,261|137|1|708|7
富山|843|28,649|80|3|736|27
石川|1,422|38,290|199|6|1,212|56
福井|480|25,076|73|4|393|14
山梨|874|14,741|109|4|753|12
長野|2,184|69,826|304|3|1,869|28
岐阜|3,937|96,385|574|14|3,298|65
静岡|4,236|128,855|828|10|3,338|70
愛知|22,673|281,822|3,227|63|19,088|358
三重|2,000|42,391|396|4|1,576|28
滋賀|1,967|51,745|411|10|1,530|26
京都|7,393|118,410|1,511|21|5,850|93
大阪|41,454|607,946|6,163|175|34,455|836
兵庫|15,210|187,377|2,164|59|12,695|351
奈良|2,861|63,299|407|9|2,419|35
和歌山|992|20,359|145|15|817|12
鳥取|189|31,858|35|1|149|2
島根|242|11,764|11|0|231|0
岡山|2,228|47,392|387|21|1,750|17
広島|4,599|107,047|379|13|4,067|85
山口|1,100|40,022|363|2|729|8
徳島|363|20,130|113|0|238|12
香川|590|35,075|172|1|405|13
愛媛|940|22,832|201|3|722|17
高知|823|6,735|64|5|746|13
福岡|15,059|346,280|3,377|28|11,516|166
佐賀|899|21,966|202|2|712|4
長崎|1,359|53,081|329|2|981|20
熊本|3,076|48,014|273|16|2,243|45
大分|1,042|58,483|162|3|865|15
宮崎|1,696|20,872|316|8|1,339|15
鹿児島|1,497|52,775|225|2|1,272|15
沖縄|7,015|116,703|783|7|6,147|90
（その他）|149|-|0|-|149|-
合計|362,676|5,926,375|63,663|1,017|293,420|5,083
