都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|16,760|301,150|1,484|18|14,709|575
青森|681|12,578|56|3|614|11
岩手|488|19,008|36|1|427|25
宮城|3,269|46,710|459|9|2,788|22
秋田|250|6,324|64|0|185|1
山形|458|13,459|29|1|416|13
福島|1,624|78,494|289|11|1,298|37
茨城|4,410|22,458|817|14|3,540|53
栃木|3,574|99,833|859|21|2,715|38
群馬|3,636|71,018|453|11|3,085|66
埼玉|23,595|424,382|5,008|90|18,278|309
千葉|20,537|306,669|6,454|51|13,870|213
東京|94,508|1,247,920|17,315|148|76,397|796
神奈川|38,379|467,139|4,495|106|33,485|399
新潟|850|35,320|128|1|722|7
富山|847|28,955|76|3|744|27
石川|1,423|38,349|176|5|1,227|57
福井|484|25,092|73|4|397|14
山梨|884|14,741|64|4|808|12
⾧野|2,193|76,236|283|3|1,898|28
岐阜|3,977|96,613|552|13|3,360|65
静岡|4,283|132,712|844|9|3,369|70
愛知|22,837|290,168|3,025|62|19,448|364
三重|2,024|42,391|399|5|1,597|28
滋賀|1,995|52,545|420|11|1,549|26
京都|7,759|120,598|1,505|13|6,211|104
大阪|41,727|614,088|5,796|179|35,088|843
兵庫|15,388|189,069|2,069|57|12,966|353
奈良|2,880|64,656|373|9|2,471|36
和歌山|1,001|20,479|133|16|837|13
鳥取|196|32,301|41|1|150|2
島根|242|11,764|10|0|232|0
岡山|2,249|47,392|387|21|1,750|17
広島|4,622|107,047|351|11|4,119|87
山口|1,110|40,022|366|2|735|9
徳島|368|20,201|115|1|240|13
香川|590|35,383|162|1|415|13
愛媛|946|22,906|180|3|749|17
高知|825|6,762|56|5|756|13
福岡|15,059|347,977|3,377|27|11,516|166
佐賀|911|22,137|195|2|723|4
⾧崎|1,408|53,364|311|1|1,087|21
熊本|3,225|50,851|272|22|2,497|52
大分|1,048|58,515|159|3|873|16
宮崎|1,735|21,414|271|10|1,457|16
鹿児島|1,543|52,929|223|3|1,320|16
沖縄|7,055|118,197|723|5|6,247|90
（その他）|149|-|0|-|149|-
合計|366,002|6,008,316|60,933|996|299,514|5,157
