都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|17,840|330,654|1,250|11|15,981|612
青森|736|13,540|60|1|663|13
岩手|509|20,679|24|1|456|29
宮城|3,440|48,777|189|8|3,229|22
秋田|267|6,741|43|0|221|3
山形|516|15,497|61|2|442|13
福島|1,759|89,071|191|12|1,516|52
茨城|4,978|23,626|583|15|4,324|71
栃木|3,830|109,271|348|17|3,433|49
群馬|4,022|78,273|399|14|3,551|72
埼玉|26,091|471,071|3,711|67|21,994|386
千葉|23,150|338,727|4,536|45|18,334|280
東京|102,200|1,356,692|9,116|115|92,110|974
神奈川|41,628|513,676|2,491|97|38,624|513
新潟|941|37,633|106|2|823|12
富山|876|32,089|31|2|818|27
石川|1,494|42,124|89|3|1,358|58
福井|519|27,716|54|4|445|20
山梨|907|14,741|27|3|865|15
長野|2,319|85,788|125|1|2,185|39
岐阜|4,347|108,699|389|11|3,885|73
静岡|4,672|152,937|411|2|4,179|82
愛知|24,316|330,276|2,140|62|21,756|420
三重|2,285|46,585|328|12|1,924|33
滋賀|2,200|60,561|251|6|1,916|33
京都|8,609|136,005|1,046|15|7,513|125
大阪|44,562|670,804|3,786|166|39,811|965
兵庫|16,782|209,193|1,511|65|14,841|430
奈良|3,148|71,540|280|4|2,827|41
和歌山|1,091|22,310|82|9|973|15
鳥取|204|35,796|21|1|178|2
島根|273|12,166|22|0|251|0
岡山|2,375|51,686|252|10|2,013|20
広島|4,856|120,841|269|8|4,475|94
山口|1,279|49,814|251|0|998|24
徳島|392|22,592|40|3|337|15
香川|678|38,795|160|1|502|16
愛媛|1,000|25,725|82|2|897|21
高知|852|6,949|28|4|810|14
福岡|16,434|381,862|1,924|40|14,310|200
佐賀|970|24,461|79|1|903|6
長崎|1,540|58,931|219|3|1,292|32
熊本|3,368|54,519|175|18|3,052|63
大分|1,206|66,669|154|2|1,034|18
宮崎|1,873|23,910|167|4|1,699|20
鹿児島|1,640|57,727|155|2|1,485|19
沖縄|7,749|129,649|676|6|6,986|92
（その他）|149|-|0|-|149|-
合計|396,872|6,627,388|38,332|877|352,368|6,133
