都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|12,307|213,422|1,881|32|10,065|394
青森|391|8,675|25|2|360|6
岩手|336|12,981|107|3|211|18
宮城|1,776|23,979|354|6|1,410|12
秋田|95|3,951|4|0|90|1
山形|324|9,645|104|5|217|3
福島|754|50,452|182|5|561|11
茨城|2,149|18,301|244|11|1,871|34
栃木|1,039|66,532|271|11|768|4
群馬|1,950|47,293|407|6|1,494|32
埼玉|11,789|287,305|2,085|34|9,525|179
千葉|9,172|206,425|1,280|20|7,786|106
東京|51,838|913,711|5,987|63|45,284|567
神奈川|17,039|318,768|2,019|57|14,782|238
新潟|443|25,787|70|0|373|3
富山|494|20,063|27|1|441|26
石川|967|26,934|84|0|837|50
福井|337|17,495|13|1|313|11
山梨|488|14,339|42|1|436|10
⾧野|1,050|41,682|111|5|910|11
岐阜|1,748|56,624|325|6|1,400|23
静岡|2,383|78,035|539|9|1,814|30
愛知|14,127|171,494|2,252|35|11,712|163
三重|1,151|26,913|166|4|970|15
滋賀|944|33,729|92|1|841|11
京都|3,782|82,095|715|13|3,046|43
大阪|27,217|415,640|3,743|165|22,968|490
兵庫|8,204|123,359|872|46|7,199|133
奈良|1,686|43,109|267|10|1,399|20
和歌山|582|15,760|32|8|532|7
鳥取|69|21,278|7|1|61|0
島根|181|8,556|19|1|162|0
岡山|1,111|27,231|204|3|642|12
広島|2,298|60,968|380|12|1,186|15
山口|468|24,734|54|5|408|2
徳島|192|14,337|4|0|178|9
香川|209|20,614|23|0|183|3
愛媛|375|10,873|43|4|321|11
高知|518|5,353|177|3|336|5
福岡|7,366|240,793|1,042|11|6,210|114
佐賀|411|13,513|41|1|372|3
⾧崎|400|34,299|89|2|288|3
熊本|1,446|30,344|166|4|1,150|13
大分|576|37,321|89|5|482|5
宮崎|669|11,785|82|1|587|5
鹿児島|875|34,683|136|1|739|13
沖縄|4,989|83,981|291|6|4,624|79
（その他）|149|-|0|-|149|-
合計|198,864|4,055,161|27,147|620|167,693|2,943
