都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|18,578|354,325|825|16|17,157|642
青森|810|16,832|72|1|721|17
岩手|530|22,688|19|1|482|29
宮城|3,513|49,755|79|5|3,411|23
秋田|269|6,948|17|0|246|6
山形|534|16,641|26|0|493|15
福島|1,842|99,503|120|8|1,658|64
茨城|5,411|24,547|367|15|4,945|99
栃木|3,981|118,415|189|8|3,732|60
群馬|4,296|85,897|237|6|3,978|81
埼玉|27,971|512,823|2,167|47|25,321|483
千葉|24,865|375,700|2,378|24|22,127|360
東京|107,959|1,446,004|4,611|92|102,184|1,164
神奈川|43,468|554,397|1,355|33|41,504|609
新潟|1,011|40,854|75|1|922|14
富山|892|34,172|20|3|845|27
石川|1,714|46,541|237|3|1,474|60
福井|531|29,374|19|2|487|25
山梨|929|23,510|18|1|895|16
長野|2,349|93,037|35|0|2,305|41
岐阜|4,616|122,570|261|9|4,259|96
静岡|4,870|170,779|149|1|4,629|92
愛知|25,247|362,781|1,173|35|23,592|482
三重|2,408|56,417|160|11|2,202|46
滋賀|2,332|65,277|147|4|2,145|40
京都|8,923|146,640|539|5|8,258|147
大阪|46,114|729,496|1,689|133|42,918|1,067
兵庫|17,540|229,485|724|58|16,333|483
奈良|3,285|76,800|134|4|3,108|43
和歌山|1,153|23,945|47|6|1,065|17
鳥取|207|38,087|8|0|194|2
島根|280|14,340|6|1|274|0
岡山|2,454|60,138|96|5|2,300|26
広島|4,961|139,356|110|6|4,742|99
山口|1,361|52,858|129|1|1,197|35
徳島|434|24,327|48|1|371|15
香川|726|41,803|46|1|662|18
愛媛|1,029|29,650|38|1|969|22
高知|882|7,052|20|1|845|17
福岡|17,442|414,011|1,177|33|16,024|241
佐賀|995|26,279|31|1|979|6
長崎|1,585|63,696|90|3|1,460|36
熊本|3,418|55,943|78|13|3,252|70
大分|1,267|73,713|73|0|1,176|18
宮崎|1,937|24,572|68|1|1,841|21
鹿児島|1,738|63,634|89|5|1,637|22
沖縄|8,008|138,879|335|2|7,574|104
（その他）|149|-|0|-|149|-
合計|416,814|7,204,491|20,331|607|389,042|7,100
