都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,141|58,835|135|0|1,899|107
青森|37|2,458|2|0|34|1
岩手|23|4,282|0|0|23|0
宮城|418|10,599|44|1|372|2
秋田|53|2,145|0|0|53|0
山形|78|5,186|1|0|77|1
福島|263|20,871|39|3|221|3
茨城|671|12,623|45|4|609|17
栃木|435|31,515|38|0|396|1
群馬|725|22,789|42|2|664|19
埼玉|4,765|145,483|316|5|4,347|102
千葉|4,010|96,201|309|10|3,629|72
東京|26,376|470,228|2,067|25|23,898|411
神奈川|7,099|156,859|526|16|6,430|143
新潟|170|15,645|6|0|164|0
富山|422|12,509|11|1|385|26
石川|777|13,505|36|0|694|47
福井|244|9,869|0|0|231|11
山梨|193|10,748|14|1|173|6
長野|312|19,157|10|0|307|1
岐阜|627|23,106|24|2|593|10
静岡|551|34,985|29|1|520|2
愛知|5,403|78,742|333|13|4,984|86
三重|525|13,034|69|3|449|7
滋賀|503|12,139|20|0|475|8
京都|1,767|43,228|67|3|1,674|26
大阪|10,770|189,667|498|22|10,047|217
兵庫|2,767|57,586|129|8|2,579|59
奈良|580|20,885|22|0|549|9
和歌山|242|9,347|4|0|231|4
鳥取|36|5,493|5|0|31|0
島根|140|5,820|1|0|140|0
岡山|158|8,110|8|-|149|-
広島|597|21,121|97|0|486|3
山口|201|10,005|6|1|193|2
徳島|148|6,961|7|0|129|9
香川|93|10,886|3|0|88|2
愛媛|114|4,099|0|0|108|6
高知|138|3,497|1|0|133|4
福岡|5,054|135,250|74|6|4,881|99
佐賀|246|6,154|2|0|246|0
長崎|238|18,873|1|0|232|3
熊本|588|16,721|13|0|559|8
大分|158|17,294|2|0|154|2
宮崎|344|8,601|1|0|343|1
鹿児島|422|19,261|38|0|379|12
沖縄|2,569|40,378|219|6|2,307|47
（その他）|149|-|0|-|149|-
合計|84,340|1,942,750|5,314|133|77,414|1,596
