都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|15,694|278,511|1,631|10|13,444|534
青森|635|11,939|98|1|529|8
岩手|457|16,895|67|1|365|25
宮城|2,890|43,195|545|8|2,326|19
秋田|196|5,211|38|0|157|1
山形|442|11,649|47|2|382|13
福島|1,410|69,748|366|6|1,012|32
茨城|3,723|20,711|891|9|2,790|42
栃木|3,108|88,377|1,365|19|1,743|18
群馬|3,236|63,526|628|11|2,548|60
埼玉|19,770|377,375|5,747|74|13,765|258
千葉|16,890|262,900|5,599|43|11,126|165
東京|83,878|1,161,971|19,879|136|63,279|720
神奈川|32,392|412,964|6,449|106|25,594|349
新潟|761|32,456|177|1|584|5
富山|783|26,823|167|3|590|26
石川|1,310|35,624|199|10|1,084|53
福井|443|22,772|71|4|359|12
山梨|816|14,741|155|4|650|11
長野|1,937|63,438|493|3|1,429|21
岐阜|3,455|86,422|711|18|2,690|54
静岡|3,777|117,236|952|6|2,763|62
愛知|20,729|257,837|3,522|57|16,891|316
三重|1,757|35,367|359|6|1,375|23
滋賀|1,728|46,319|380|15|1,330|18
京都|6,463|111,064|1,429|19|5,013|78
大阪|37,631|550,329|6,521|185|30,372|738
兵庫|13,255|168,734|1,904|73|11,048|303
奈良|2,564|58,339|398|12|2,135|31
和歌山|852|18,831|116|9|715|10
鳥取|175|29,320|48|2|122|2
島根|234|10,183|15|0|219|0
岡山|2,037|35,839|479|17|1,434|16
広島|4,304|99,692|568|15|3,579|67
山口|816|35,818|187|2|620|5
徳島|287|17,793|71|0|207|9
香川|521|31,904|196|2|320|5
愛媛|800|18,865|248|3|538|14
高知|765|6,289|53|5|700|12
福岡|12,349|308,566|3,234|28|8,979|136
佐賀|751|18,583|237|3|524|3
長崎|1,157|48,697|283|6|692|13
熊本|2,888|43,346|285|17|1,982|37
大分|916|53,846|154|6|752|10
宮崎|1,475|18,888|470|6|990|11
鹿児島|1,301|48,116|244|3|1,057|14
沖縄|6,311|99,456|645|6|5,585|86
（その他）|149|-|0|-|149|-
合計|320,218|5,396,505|68,321|972|246,537|4,445
