都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|12,197|212,225|1,825|35|9,930|386
青森|390|8,660|39|2|345|6
岩手|335|12,971|113|3|204|18
宮城|1,753|23,759|360|4|1,381|12
秋田|95|3,878|4|0|90|1
山形|302|9,487|108|2|192|2
福島|732|49,610|170|5|552|10
茨城|2,133|18,137|255|11|1,844|34
栃木|1,022|66,091|267|10|755|3
群馬|1,933|46,260|396|6|1,471|30
埼玉|11,675|281,001|2,090|40|9,408|177
千葉|9,055|204,487|1,228|17|7,721|106
東京|51,446|901,556|6,078|66|44,802|566
神奈川|16,852|311,376|1,880|51|14,735|237
新潟|440|25,739|68|0|372|3
富山|492|19,756|26|1|440|26
石川|960|26,887|80|0|835|50
福井|337|17,490|13|2|313|11
山梨|467|14,278|35|1|422|10
⾧野|1,046|40,462|140|6|861|10
岐阜|1,731|56,477|348|6|1,360|23
静岡|2,354|74,303|601|11|1,725|28
愛知|13,967|170,726|2,228|36|11,581|158
三重|1,144|26,913|177|4|946|15
滋賀|924|33,175|77|1|836|11
京都|3,559|79,776|609|8|2,922|43
大阪|27,037|412,580|3,696|158|22,846|479
兵庫|8,100|122,507|855|44|7,115|130
奈良|1,654|41,712|244|9|1,390|20
和歌山|578|15,724|32|6|528|7
鳥取|69|21,076|7|1|61|0
島根|181|8,556|18|1|163|0
岡山|1,082|27,231|204|3|642|12
広島|2,203|56,843|295|10|1,157|13
山口|464|24,734|56|5|402|2
徳島|191|14,274|3|0|178|9
香川|208|20,585|24|0|181|3
愛媛|375|10,863|45|3|319|11
高知|501|5,271|173|1|323|5
福岡|7,366|239,470|1,042|13|6,210|114
佐賀|409|13,371|42|1|369|3
⾧崎|352|33,005|79|2|277|3
熊本|1,414|29,926|172|4|1,128|13
大分|574|37,251|100|5|469|5
宮崎|666|11,569|84|2|582|4
鹿児島|875|33,826|136|1|739|13
沖縄|4,968|83,657|294|6|4,602|77
（その他）|149|-|0|-|149|-
合計|196,757|3,999,511|26,816|603|165,873|2,899
