都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|1,892|50,527|62|2|1,724|106
青森|35|2,247|2|0|32|1
岩手|23|3,759|1|0|22|0
宮城|331|9,138|82|0|247|2
秋田|51|1,892|1|0|50|0
山形|78|5,011|2|1|76|1
福島|217|17,695|45|2|172|0
茨城|618|11,944|49|5|553|16
栃木|369|26,252|63|2|304|1
群馬|591|18,160|95|1|453|19
埼玉|4,349|128,883|292|8|3,960|97
千葉|3,483|70,565|296|6|3,120|67
東京|23,437|397,811|2,211|23|20,837|389
神奈川|6,112|134,316|611|27|5,371|130
新潟|153|14,164|9|1|144|0
富山|408|11,180|12|0|371|25
石川|736|11,213|65|0|627|44
福井|244|9,320|21|4|213|8
山梨|179|10,186|9|2|165|5
長野|299|17,601|16|0|288|1
岐阜|596|20,648|35|1|551|10
静岡|509|30,701|20|1|488|1
愛知|4,941|64,981|371|19|4,493|77
三重|464|11,392|81|1|378|5
滋賀|474|10,783|28|0|439|7
京都|1,641|37,313|79|1|1,537|25
大阪|9,803|163,589|812|28|8,794|188
兵庫|2,502|50,737|126|10|2,321|55
奈良|550|18,813|19|1|522|9
和歌山|236|8,950|4|0|225|4
鳥取|34|4,805|12|0|22|0
島根|137|5,246|0|0|137|0
岡山|147|7,511|1|-|145|-
広島|474|19,137|12|0|459|3
山口|194|8,534|25|1|168|1
徳島|147|6,690|33|1|102|9
香川|92|9,801|11|0|79|2
愛媛|114|3,955|1|0|107|6
高知|137|3,335|7|0|126|4
福岡|4,959|45,127|318|10|4,557|84
佐賀|244|5,588|1|0|243|0
長崎|236|16,811|8|0|226|3
熊本|570|13,039|36|0|523|8
大分|158|14,944|7|0|149|2
宮崎|344|8,416|6|0|338|1
鹿児島|373|17,421|7|1|372|11
沖縄|2,305|34,207|170|8|2,094|45
（その他）|149|-|0|-|149|-
合計|76,135|1,594,338|6,174|167|68,473|1,472
