都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|10,564|179,615|2,252|32|8,025|287
青森|358|7,732|61|2|291|6
岩手|230|10,500|54|4|168|8
宮城|1,379|20,768|182|3|1,185|12
秋田|90|3,746|0|0|89|1
山形|211|8,725|72|1|138|1
福島|565|43,381|71|5|486|8
茨城|1,911|17,732|340|16|1,546|25
栃木|822|59,955|207|9|615|2
群馬|1,526|40,734|282|9|1,176|24
埼玉|9,916|257,874|1,661|30|8,087|168
千葉|7,842|187,875|856|13|6,891|95
東京|45,529|832,855|4,624|59|40,375|530
神奈川|14,314|278,675|1,432|55|12,662|220
新潟|374|23,908|80|0|294|0
富山|462|18,434|6|1|430|26
石川|888|24,224|33|0|806|50
福井|331|16,405|18|2|302|11
山梨|437|14,053|87|0|341|9
長野|892|35,313|126|3|729|6
岐阜|1,381|47,457|291|2|1,074|16
静岡|2,059|67,074|638|16|1,402|19
愛知|11,881|150,622|2,026|28|9,717|138
三重|1,011|22,079|184|6|817|10
滋賀|847|30,278|66|1|770|11
京都|3,022|72,905|369|8|2,622|39
大阪|23,835|367,365|4,359|150|19,065|389
兵庫|6,849|108,330|828|42|5,918|103
奈良|1,410|37,665|255|6|1,142|13
和歌山|538|14,550|75|9|445|7
鳥取|67|19,267|10|0|56|0
島根|159|7,158|11|0|148|0
岡山|702|20,802|116|3|562|11
広島|1,249|39,067|257|6|857|8
山口|427|22,347|54|3|367|2
徳島|187|13,733|5|0|173|9
香川|195|19,072|56|0|136|3
愛媛|354|8,650|68|2|278|7
高知|301|4,414|129|1|168|4
福岡|6,343|218,811|485|10|5,748|110
佐賀|367|11,101|60|0|311|3
長崎|278|29,063|11|0|265|3
熊本|1,152|27,107|89|7|1,012|13
大分|464|32,363|161|1|300|3
宮崎|579|10,795|94|1|485|3
鹿児島|741|29,617|120|1|621|13
沖縄|4,702|78,065|385|7|4,247|75
（その他）|149|-|0|-|149|-
合計|169,890|3,592,261|23,646|554|143,491|2,501
