都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|7,369|130,771|2,307|19|4,910|152
青森|281|6,408|15|2|260|6
岩手|155|8,148|100|1|54|1
宮城|1,116|18,148|193|8|914|9
秋田|75|3,447|4|0|69|1
山形|109|7,282|20|0|89|1
福島|479|38,113|60|4|413|6
茨城|1,310|15,503|307|8|984|19
栃木|584|51,535|80|6|504|2
群馬|1,069|34,433|101|2|931|21
埼玉|7,745|222,779|984|19|6,628|133
千葉|6,489|157,252|777|9|5,626|86
東京|38,197|720,173|3,754|51|33,964|479
神奈川|11,480|239,610|1,271|57|10,024|185
新潟|316|21,341|101|0|215|0
富山|446|16,271|20|0|400|26
石川|836|20,734|9|0|778|49
福井|304|13,667|30|0|263|11
山梨|327|13,174|52|2|268|7
長野|629|28,896|117|0|473|6
岐阜|939|31,654|134|1|792|13
静岡|1,294|52,936|453|2|837|4
愛知|8,914|126,390|1,589|17|7,216|109
三重|737|18,271|134|5|596|7
滋賀|747|25,764|91|0|647|9
京都|2,508|61,907|249|4|2,224|35
大阪|18,140|298,441|3,210|103|14,629|282
兵庫|4,852|86,664|712|28|4,061|79
奈良|1,026|30,816|202|4|813|11
和歌山|403|12,562|80|6|313|4
鳥取|54|15,678|7|0|46|0
島根|142|6,498|1|0|141|0
岡山|515|17,220|109|3|310|11
広島|762|32,679|67|0|688|6
山口|356|13,795|120|1|230|2
徳島|179|7,753|11|2|161|9
香川|132|16,011|22|0|108|2
愛媛|251|5,657|123|3|122|6
高知|148|3,736|4|0|140|4
福岡|5,552|190,922|187|3|5,259|106
佐賀|297|8,987|18|0|280|1
長崎|262|25,842|14|0|245|3
熊本|974|23,109|71|2|881|12
大分|228|25,092|61|0|164|3
宮崎|439|9,200|65|1|374|1
鹿児島|592|26,482|48|0|537|13
沖縄|4,031|68,472|304|3|3,664|68
（その他）|149|-|0|-|149|-
合計|133,939|3,010,223|18,388|376|113,394|2,000
