都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|18,441|349,717|1,005|14|16,958|637
青森|801|16,238|78|0|707|16
岩手|520|22,363|19|1|472|29
宮城|3,493|49,658|88|5|3,382|23
秋田|269|6,879|26|0|238|5
山形|532|16,505|28|0|489|15
福島|1,827|97,015|127|10|1,637|63
茨城|5,334|24,378|433|17|4,810|91
栃木|3,954|116,827|221|9|3,675|58
群馬|4,231|83,749|267|9|3,885|79
埼玉|27,633|502,990|2,894|45|24,280|459
千葉|24,476|371,115|2,917|35|21,215|344
東京|106,134|1,423,473|5,257|104|99,752|1,125
神奈川|43,156|542,742|1,546|43|41,014|596
新潟|1,003|39,982|85|1|905|13
富山|887|33,471|20|3|840|27
石川|1,652|45,401|228|1|1,428|60
福井|530|28,900|29|2|477|24
山梨|919|14,741|18|1|885|16
長野|2,345|90,739|60|1|2,276|39
岐阜|4,554|119,585|292|11|4,173|89
静岡|4,824|164,992|191|1|4,541|92
愛知|25,069|353,866|1,356|37|23,242|471
三重|2,379|56,417|189|11|2,148|42
滋賀|2,305|64,483|168|5|2,098|39
京都|8,846|143,753|673|5|8,103|144
大阪|45,849|715,781|2,110|137|42,250|1,052
兵庫|17,415|225,376|895|68|16,044|476
奈良|3,254|75,362|147|5|3,064|43
和歌山|1,143|23,690|58|8|1,046|16
鳥取|207|37,420|13|0|189|2
島根|280|13,515|9|1|271|0
岡山|2,442|60,138|96|5|2,300|26
広島|4,931|139,356|111|6|4,714|98
山口|1,352|52,858|154|1|1,165|33
徳島|424|23,878|45|3|364|15
香川|717|41,472|56|1|644|17
愛媛|1,029|29,634|50|1|957|22
高知|874|6,996|18|1|839|17
福岡|17,263|406,435|1,536|33|15,497|230
佐賀|995|25,938|41|1|967|6
長崎|1,580|62,926|134|2|1,412|35
熊本|3,403|55,602|97|15|3,234|67
大分|1,261|72,634|94|0|1,149|18
宮崎|1,906|24,475|99|2|1,775|20
鹿児島|1,716|61,770|84|5|1,621|21
沖縄|7,971|136,270|427|2|7,449|100
（その他）|149|-|0|-|149|-
合計|412,275|7,071,505|24,489|668|380,730|6,910
