都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|18,080|337,671|1,204|10|16,254|620
青森|744|15,461|59|1|672|13
岩手|514|21,220|22|1|463|29
宮城|3,471|49,295|162|7|3,287|22
秋田|269|6,756|35|0|230|4
山形|526|15,793|56|1|457|13
福島|1,778|91,725|147|11|1,575|56
茨城|5,142|23,780|526|16|4,538|78
栃木|3,881|113,822|302|13|3,524|55
群馬|4,092|78,856|379|12|3,659|76
埼玉|26,711|481,323|3,677|58|22,625|409
千葉|23,736|343,060|4,219|42|19,217|300
東京|103,845|1,372,936|7,174|111|95,648|1,023
神奈川|42,281|520,223|1,989|75|39,748|544
新潟|953|38,193|95|3|842|12
富山|880|32,299|23|2|830|27
石川|1,533|43,387|114|1|1,378|59
福井|521|27,986|44|3|454|23
山梨|908|14,741|25|3|868|15
長野|2,335|86,509|100|2|2,226|39
岐阜|4,431|111,999|360|12|3,990|81
静岡|4,742|154,697|348|3|4,308|86
愛知|24,623|333,828|1,790|48|22,390|443
三重|2,331|52,085|319|14|1,999|34
滋賀|2,238|62,060|220|6|1,985|33
京都|8,651|137,085|989|7|7,610|127
大阪|45,076|685,699|3,254|149|40,824|998
兵庫|17,080|215,147|1,343|58|15,293|444
奈良|3,198|72,095|256|7|2,900|42
和歌山|1,108|22,633|74|7|997|15
鳥取|207|36,013|18|1|183|2
島根|276|13,515|22|0|254|0
岡山|2,406|55,878|143|5|2,199|24
広島|4,879|120,841|187|8|4,587|95
山口|1,302|49,814|201|0|1,074|27
徳島|395|22,854|31|3|349|15
香川|699|40,035|100|1|582|17
愛媛|1,013|27,683|73|2|918|22
高知|862|6,968|18|1|827|17
福岡|16,434|389,767|1,924|38|14,310|200
佐賀|978|25,057|65|1|925|6
長崎|1,543|60,465|193|3|1,302|35
熊本|3,372|55,010|173|15|3,135|64
大分|1,226|68,959|132|1|1,076|18
宮崎|1,879|24,027|132|4|1,721|20
鹿児島|1,669|58,619|102|3|1,554|19
沖縄|7,842|131,897|581|4|7,174|92
（その他）|149|-|0|-|149|-
合計|402,809|6,749,766|33,400|773|363,110|6,393
