都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|11,171|190,249|2,226|32|8,637|308
青森|373|8,036|59|2|308|6
岩手|302|11,092|113|3|180|9
宮城|1,507|21,568|277|3|1,218|12
秋田|94|3,746|4|0|89|1
山形|253|9,068|103|1|149|1
福島|611|45,348|103|4|500|8
茨城|1,987|17,774|289|13|1,670|28
栃木|870|61,800|233|11|637|2
群馬|1,652|42,655|313|8|1,273|26
埼玉|10,441|261,972|1,779|35|8,492|170
千葉|8,189|190,632|991|15|7,100|97
東京|47,225|847,224|5,135|70|41,555|535
神奈川|15,053|281,819|1,536|53|13,292|225
新潟|400|24,496|83|0|317|0
富山|474|18,804|16|1|432|26
石川|910|24,951|51|0|812|50
福井|332|16,638|15|2|306|11
山梨|440|14,073|83|0|348|9
長野|957|35,844|155|4|750|6
岐阜|1,498|50,550|345|4|1,133|20
静岡|2,087|67,934|639|16|1,428|20
愛知|12,525|152,984|2,131|27|10,251|143
三重|1,055|24,205|190|5|853|12
滋賀|863|30,933|67|1|785|11
京都|3,076|73,836|406|8|2,644|40
大阪|24,929|379,572|4,684|158|19,822|407
兵庫|7,228|113,005|809|44|6,308|111
奈良|1,493|38,382|259|7|1,219|15
和歌山|554|14,965|64|10|472|7
鳥取|67|19,495|9|0|57|0
島根|166|7,659|14|1|152|0
岡山|702|24,136|116|3|562|11
広島|1,560|43,500|283|10|950|8
山口|435|22,347|47|3|382|2
徳島|187|13,844|6|0|174|9
香川|199|19,511|47|0|149|3
愛媛|359|9,723|57|2|293|8
高知|357|4,671|153|1|200|4
福岡|6,622|224,401|649|12|5,863|110
佐賀|380|11,860|52|0|327|3
長崎|290|29,884|32|0|265|3
熊本|1,210|27,774|116|8|1,030|13
大分|516|33,841|158|2|355|3
宮崎|584|10,923|87|1|497|3
鹿児島|823|30,031|183|1|640|13
沖縄|4,805|79,687|369|7|4,366|75
（その他）|149|-|0|-|149|-
合計|177,960|3,687,442|25,536|588|149,391|2,584
