都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,933|78,717|362|4|2,462|109
青森|217|4,702|112|3|103|2
岩手|27|5,261|2|0|25|0
宮城|679|13,738|142|4|535|2
秋田|61|2,481|2|0|59|0
山形|86|6,031|5|0|80|1
福島|387|28,628|37|4|344|6
茨城|757|13,808|25|1|714|18
栃木|484|41,786|23|0|461|1
群馬|890|28,891|105|5|760|19
埼玉|5,765|181,338|384|10|5,275|106
千葉|4,963|124,723|384|10|4,501|78
東京|30,677|591,157|1,698|29|28,526|453
神奈川|8,588|197,734|540|19|7,881|167
新潟|183|17,662|4|0|179|0
富山|423|14,459|1|0|396|26
石川|803|16,885|12|0|742|49
福井|256|11,032|1|0|244|11
山梨|212|11,562|10|0|196|6
⾧野|338|22,862|9|0|328|4
岐阜|677|26,668|31|1|635|11
静岡|636|42,455|52|0|582|2
愛知|5,992|96,926|318|10|5,580|94
三重|556|15,464|8|2|541|7
滋賀|546|13,979|17|0|520|9
京都|2,003|52,073|65|0|1,908|30
大阪|12,473|232,501|776|25|11,441|237
兵庫|3,186|67,698|157|13|2,967|62
奈良|635|24,518|19|1|607|9
和歌山|273|10,380|9|2|255|4
鳥取|38|5,729|3|0|35|0
島根|141|6,212|1|0|140|0
岡山|261|10,217|54|0|172|4
広島|658|27,316|11|0|642|5
山口|213|11,901|4|0|207|2
徳島|164|7,448|4|0|151|9
香川|101|13,385|4|0|95|2
愛媛|116|4,353|0|0|110|6
高知|144|3,630|3|0|137|4
福岡|5,207|162,761|69|4|5,037|101
佐賀|254|7,054|1|0|255|0
⾧崎|244|22,202|2|0|239|3
熊本|786|19,224|33|1|736|8
大分|159|20,662|0|0|156|3
宮崎|367|8,784|1|0|366|1
鹿児島|468|22,105|5|1|459|12
沖縄|3,277|56,978|343|7|2,878|60
（その他）|149|-|0|-|149|-
合計|98,453|2,406,080|5,848|156|90,811|1,743
