都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|12,381|215,175|1,848|31|10,230|401
青森|396|8,697|25|2|365|6
岩手|341|13,054|108|3|213|20
宮城|1,801|23,979|370|6|1,419|12
秋田|96|3,955|4|0|91|1
山形|330|9,675|101|5|226|3
福島|758|50,811|174|6|573|11
茨城|2,168|18,305|227|11|1,907|34
栃木|1,073|66,600|271|12|802|4
群馬|1,973|49,001|341|10|1,599|33
埼玉|11,985|292,587|2,193|32|9,611|181
千葉|9,324|207,373|1,340|18|7,876|108
東京|52,382|915,116|5,841|64|45,973|568
神奈川|17,387|321,144|2,080|57|15,065|242
新潟|448|26,017|69|0|379|3
富山|503|20,475|34|1|443|26
石川|974|27,413|90|0|838|50
福井|337|17,946|12|2|314|11
山梨|488|14,349|40|2|438|10
長野|1,053|42,266|104|5|925|11
岐阜|1,783|57,821|333|7|1,425|25
静岡|2,405|78,638|496|8|1,877|32
愛知|14,219|171,494|2,157|35|11,894|168
三重|1,161|26,913|153|4|993|15
滋賀|955|34,089|94|1|850|11
京都|3,829|83,002|737|15|3,071|44
大阪|27,500|419,310|3,629|160|23,369|502
兵庫|8,248|124,566|888|42|7,221|139
奈良|1,712|43,905|254|10|1,438|20
和歌山|587|15,857|31|8|538|7
鳥取|70|21,680|7|1|62|0
島根|181|8,556|17|1|164|0
岡山|1,124|27,231|204|3|642|12
広島|2,377|60,968|405|14|1,220|15
山口|472|24,734|57|3|408|3
徳島|192|14,398|5|0|178|9
香川|211|20,806|23|0|185|3
愛媛|379|10,881|32|4|336|11
高知|549|5,379|190|4|353|6
福岡|7,547|243,185|1,021|11|6,411|115
佐賀|417|13,682|42|1|377|3
長崎|419|35,060|110|2|289|3
熊本|1,468|30,918|172|6|1,185|13
大分|580|38,198|78|4|497|5
宮崎|669|11,785|82|1|587|5
鹿児島|890|34,915|95|1|795|13
沖縄|5,010|84,362|279|6|4,657|79
（その他）|149|-|0|-|149|-
合計|201,301|4,086,271|26,863|619|170,458|2,993
