都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,430|67,282|194|1|2,129|107
青森|57|2,888|20|0|36|1
岩手|25|4,796|2|0|23|0
宮城|504|11,985|41|1|461|2
秋田|59|2,354|1|0|58|0
山形|81|5,326|3|0|77|1
福島|332|24,007|72|3|255|5
茨城|719|13,121|37|4|664|18
栃木|453|34,014|17|0|435|1
群馬|764|25,946|34|4|710|19
埼玉|5,234|160,965|423|9|4,709|102
千葉|4,430|109,745|336|12|4,019|75
東京|28,420|526,696|1,902|25|26,091|427
神奈川|7,758|176,654|543|19|7,062|153
新潟|180|16,688|7|0|173|0
富山|422|13,796|0|0|396|26
石川|787|15,040|19|0|721|47
福井|249|10,331|5|0|234|11
山梨|199|11,139|3|1|190|6
長野|320|20,700|4|0|315|3
岐阜|640|24,739|11|1|619|10
静岡|572|38,804|13|0|557|2
愛知|5,596|87,290|218|10|5,287|91
三重|544|14,421|22|0|515|7
滋賀|520|13,209|16|0|496|8
京都|1,898|47,653|116|1|1,755|27
大阪|11,361|208,217|450|21|10,671|224
兵庫|2,946|62,442|122|13|2,764|60
奈良|607|22,972|27|2|571|9
和歌山|254|9,858|12|1|235|4
鳥取|36|5,543|1|0|35|0
島根|140|5,980|0|0|140|0
岡山|168|8,654|12|2|155|1
広島|644|24,965|43|1|597|3
山口|209|10,769|6|1|201|2
徳島|149|7,130|0|0|140|9
香川|96|12,082|3|0|91|2
愛媛|115|4,215|1|0|108|6
高知|140|3,565|2|0|134|4
福岡|5,125|148,398|73|7|4,953|99
佐賀|249|6,369|3|0|248|0
長崎|241|20,496|2|0|234|3
熊本|726|18,138|74|0|625|8
大分|158|18,834|1|0|155|2
宮崎|366|8,699|1|0|365|1
鹿児島|456|21,218|24|0|432|12
沖縄|2,826|45,857|260|9|2,519|51
（その他）|149|-|0|-|149|-
合計|90,354|2,153,990|5,176|148|83,509|1,649
