都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,933|78,717|362|4|2,462|109
青森|206|4,462|121|3|83|2
岩手|27|5,235|4|0|23|0
宮城|655|13,437|125|4|528|2
秋田|61|2,481|2|0|59|0
山形|86|5,995|5|0|80|1
福島|387|28,254|42|5|339|6
茨城|750|13,751|21|1|711|18
栃木|482|41,671|21|0|461|1
群馬|884|28,548|100|5|755|19
埼玉|5,726|180,341|394|9|5,226|106
千葉|4,920|122,293|387|10|4,455|78
東京|30,456|585,729|1,632|30|28,373|451
神奈川|8,517|195,864|528|20|7,823|166
新潟|182|17,566|3|0|179|0
富山|422|14,431|0|0|396|26
石川|803|16,704|12|0|742|49
福井|256|10,979|1|0|244|11
山梨|209|11,514|8|0|195|6
長野|335|22,681|8|1|326|4
岐阜|672|26,569|28|1|633|11
静岡|620|42,132|39|0|579|2
愛知|5,941|96,089|294|10|5,555|92
三重|555|15,456|9|2|539|7
滋賀|546|13,962|19|0|518|9
京都|1,989|51,757|63|0|1,896|30
大阪|12,348|230,194|723|25|11,372|236
兵庫|3,157|67,302|149|15|2,946|62
奈良|631|24,388|18|1|604|9
和歌山|273|10,349|10|2|254|4
鳥取|38|5,729|3|0|35|0
島根|141|6,189|1|0|140|0
岡山|230|10,217|23|1|161|1
広島|657|27,197|12|0|640|5
山口|213|11,826|4|0|207|2
徳島|164|7,432|5|0|150|9
香川|101|13,321|4|0|95|2
愛媛|116|4,337|0|0|110|6
高知|144|3,621|3|0|137|4
福岡|5,194|161,242|67|4|5,026|101
佐賀|254|7,005|2|0|254|0
長崎|244|22,048|2|0|239|3
熊本|779|19,151|35|0|728|8
大分|159|20,506|0|0|156|3
宮崎|367|8,772|1|0|366|1
鹿児島|463|22,011|7|0|456|12
沖縄|3,245|56,121|345|8|2,846|58
（その他）|149|-|0|-|149|-
合計|97,687|2,385,576|5,642|161|90,251|1,732
