都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,612|72,274|217|2|2,287|108
青森|148|3,511|105|2|42|1
岩手|26|5,037|3|0|23|0
宮城|544|12,635|45|1|497|2
秋田|61|2,414|2|0|59|0
山形|82|5,700|2|0|79|1
福島|378|26,480|77|3|295|6
茨城|735|13,508|30|2|687|18
栃木|473|34,937|31|0|442|1
群馬|820|27,239|49|5|738|19
埼玉|5,521|172,103|424|9|4,994|103
千葉|4,680|117,935|345|9|4,259|76
東京|29,520|559,296|1,623|24|27,455|442
神奈川|8,155|185,105|530|22|7,470|155
新潟|180|17,179|1|0|179|0
富山|422|14,206|0|0|396|26
石川|796|15,845|17|0|731|48
福井|256|10,735|8|0|237|11
山梨|202|11,338|3|1|193|6
長野|329|21,738|10|1|319|4
岐阜|660|25,543|25|1|625|10
静岡|585|40,487|14|0|569|2
愛知|5,749|91,971|252|11|5,406|91
三重|551|15,019|14|1|530|7
滋賀|533|13,541|17|0|507|9
京都|1,945|50,131|84|0|1,832|29
大阪|11,780|219,789|495|22|11,038|231
兵庫|3,040|64,967|110|15|2,869|61
奈良|621|23,684|23|2|589|9
和歌山|266|10,071|16|2|243|4
鳥取|35|5,569|0|0|35|0
島根|140|6,075|0|0|140|0
岡山|188|8,654|22|1|162|1
広島|651|26,448|25|0|622|5
山口|211|11,288|3|1|206|2
徳島|164|7,324|14|0|140|9
香川|100|12,840|4|0|94|2
愛媛|116|4,284|1|0|109|6
高知|140|3,594|0|0|136|4
福岡|5,160|155,416|65|5|4,995|100
佐賀|253|6,820|4|0|251|0
長崎|242|21,285|0|0|236|3
熊本|759|18,753|48|0|691|8
大分|159|19,788|1|0|155|3
宮崎|366|8,736|1|0|365|1
鹿児島|463|21,644|10|0|453|12
沖縄|3,048|49,742|297|9|2,698|57
（その他）|149|-|0|-|149|-
合計|94,014|2,272,678|5,067|151|87,227|1,693
