都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|13,275|236,113|1,591|22|11,168|448
青森|459|9,483|69|2|382|8
岩手|382|14,310|68|3|290|24
宮城|2,137|24,511|446|3|1,675|16
秋田|136|4,565|36|0|99|1
山形|382|10,103|84|6|292|6
福島|924|56,898|232|5|672|20
茨城|2,418|18,572|277|7|2,105|36
栃木|1,405|72,081|415|8|990|6
群馬|2,278|52,671|337|9|1,898|43
埼玉|13,968|313,228|2,942|54|10,820|206
千葉|10,826|224,656|2,049|18|8,660|117
東京|58,840|975,031|8,235|85|49,983|622
神奈川|20,675|342,311|3,067|61|17,340|268
新潟|532|27,858|106|0|426|3
富山|550|21,742|49|2|475|26
石川|1,064|29,708|116|4|906|50
福井|353|19,362|20|1|321|11
山梨|525|14,459|49|3|465|11
長野|1,163|47,545|139|4|1,021|15
岐阜|2,209|65,046|507|11|1,669|33
静岡|2,651|88,334|451|9|2,159|41
愛知|16,021|199,918|2,358|39|13,457|206
三重|1,273|29,023|152|4|1,104|17
滋賀|1,154|37,076|226|4|917|11
京都|4,455|90,765|1,019|14|3,431|47
大阪|29,686|463,034|3,433|159|25,683|570
兵庫|9,624|137,163|1,162|44|8,264|198
奈良|1,966|47,698|340|14|1,602|24
和歌山|607|16,415|27|4|562|7
鳥取|111|24,092|43|1|66|0
島根|208|9,344|31|2|177|0
岡山|1,340|31,723|384|8|762|13
広島|3,149|73,605|579|18|1,724|28
山口|572|26,760|117|4|448|3
徳島|196|15,283|5|0|182|9
香川|301|24,063|95|0|203|3
愛媛|457|12,501|86|3|358|13
高知|654|5,871|138|9|510|6
福岡|8,774|263,231|1,462|16|7,193|119
佐賀|464|14,991|60|1|406|3
長崎|611|38,857|205|2|311|4
熊本|1,799|34,891|178|6|1,408|16
大分|667|42,231|102|4|560|5
宮崎|715|12,454|68|0|647|5
鹿児島|1,006|38,705|131|2|875|14
沖縄|5,307|88,963|351|6|4,880|81
（その他）|149|-|0|-|149|-
合計|228,418|4,447,244|34,037|681|189,695|3,413
