都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|10,163|173,120|2,261|26|7,640|262
青森|345|7,496|53|2|286|6
岩手|224|10,258|57|4|161|6
宮城|1,319|20,230|150|3|1,158|11
秋田|90|3,733|2|0|87|1
山形|186|8,531|56|1|129|1
福島|548|42,464|63|5|477|8
茨城|1,878|17,536|370|18|1,484|24
栃木|782|57,351|183|11|599|2
群馬|1,433|39,971|249|7|1,129|23
埼玉|9,583|252,336|1,598|26|7,825|160
千葉|7,599|175,488|780|15|6,724|95
東京|44,355|816,435|4,274|60|39,558|523
神奈川|13,855|272,325|1,431|62|12,207|217
新潟|363|23,497|79|0|284|0
富山|462|18,199|6|2|430|26
石川|879|23,696|31|0|798|50
福井|326|16,140|17|2|298|11
山梨|429|13,914|89|0|331|9
⾧野|838|34,537|108|4|695|6
岐阜|1,300|45,207|268|1|1,017|15
静岡|1,988|63,637|616|13|1,353|19
愛知|11,438|143,982|1,890|30|9,414|134
三重|967|22,079|178|6|779|10
滋賀|832|29,557|62|2|759|11
京都|2,884|70,833|290|8|2,561|39
大阪|22,993|357,109|4,190|146|18,413|371
兵庫|6,547|105,709|825|40|5,623|99
奈良|1,351|36,543|260|8|1,078|13
和歌山|516|14,303|65|5|433|7
鳥取|65|18,758|8|0|56|0
島根|158|7,158|12|0|146|0
岡山|678|20,802|140|5|468|11
広島|1,128|39,067|225|6|820|7
山口|418|19,028|52|3|360|2
徳島|186|13,518|6|1|170|9
香川|174|18,512|42|0|129|3
愛媛|352|8,593|86|3|259|6
高知|263|4,223|88|0|156|4
福岡|6,125|214,039|418|11|5,598|109
佐賀|347|10,755|43|0|305|2
⾧崎|276|28,610|11|0|264|3
熊本|1,111|26,758|79|8|986|13
大分|418|31,001|144|2|271|3
宮崎|568|10,600|95|1|474|1
鹿児島|701|28,832|82|1|619|13
沖縄|4,613|76,622|380|7|4,164|74
（その他）|149|-|0|-|149|-
合計|164,203|3,493,092|22,412|555|139,124|2,419
