都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|10,982|187,131|2,221|33|8,459|302
青森|371|7,999|67|2|298|6
岩手|295|10,849|112|4|175|8
宮城|1,462|21,379|244|3|1,206|12
秋田|92|3,746|2|0|89|1
山形|240|9,006|90|1|149|1
福島|599|44,921|94|4|497|8
茨城|1,973|17,774|327|15|1,620|26
栃木|860|61,643|227|11|633|2
群馬|1,612|42,655|313|8|1,273|26
埼玉|10,297|261,321|1,793|35|8,334|170
千葉|8,078|190,090|943|15|7,038|97
東京|46,745|847,224|4,913|68|41,297|535
神奈川|14,822|281,819|1,536|53|13,064|222
新潟|390|24,380|73|0|317|0
富山|464|18,804|7|1|431|26
石川|907|24,908|50|0|811|50
福井|331|16,582|14|2|306|11
山梨|440|14,073|83|0|348|9
長野|941|35,844|148|4|745|6
岐阜|1,461|50,260|319|3|1,122|20
静岡|2,087|67,934|639|16|1,428|20
愛知|12,319|152,984|2,063|28|10,114|142
三重|1,042|24,205|178|5|852|12
滋賀|857|30,905|65|1|781|11
京都|3,076|73,836|406|8|2,644|40
大阪|24,621|376,794|4,569|152|19,634|402
兵庫|7,091|111,465|824|43|6,160|107
奈良|1,465|38,382|242|6|1,209|14
和歌山|551|14,814|65|10|468|7
鳥取|67|19,468|9|0|57|0
島根|165|7,659|14|1|151|0
岡山|702|24,136|116|3|562|11
広島|1,436|43,500|287|10|907|8
山口|433|22,347|52|3|375|2
徳島|187|13,839|6|0|173|9
香川|199|19,231|52|0|144|3
愛媛|358|9,691|61|2|288|8
高知|339|4,577|144|1|191|4
福岡|6,551|223,229|609|12|5,832|110
佐賀|378|11,599|51|0|326|3
長崎|290|29,630|25|0|265|3
熊本|1,210|27,774|116|8|1,030|13
大分|508|33,687|175|2|330|3
宮崎|584|10,923|87|1|497|3
鹿児島|796|30,031|167|1|629|13
沖縄|4,785|79,250|383|8|4,332|75
（その他）|149|-|0|-|149|-
合計|175,608|3,674,298|24,981|583|147,740|2,561
