都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,460|68,209|187|1|2,166|107
青森|83|2,975|46|1|36|1
岩手|26|4,874|3|0|23|0
宮城|508|12,111|43|1|463|2
秋田|59|2,361|1|0|58|0
山形|81|5,335|2|0|78|1
福島|343|24,370|78|2|259|6
茨城|723|13,174|32|4|673|18
栃木|458|34,074|19|0|437|1
群馬|766|26,175|35|4|712|19
埼玉|5,286|163,004|406|9|4,778|102
千葉|4,473|110,522|360|13|4,037|76
東京|28,604|532,530|1,867|25|26,306|431
神奈川|7,843|178,657|570|19|7,120|153
新潟|180|16,808|4|0|176|0
富山|423|13,903|1|0|396|26
石川|788|15,179|20|0|721|47
福井|254|10,331|9|0|234|11
山梨|199|11,173|2|0|191|6
長野|323|20,863|7|0|315|3
岐阜|642|24,856|13|1|619|10
静岡|575|39,100|15|0|558|2
愛知|5,615|87,811|219|10|5,305|91
三重|544|14,558|22|0|515|7
滋賀|520|13,221|15|0|497|8
京都|1,907|48,126|119|1|1,761|27
大阪|11,414|210,358|457|19|10,715|226
兵庫|2,960|62,910|124|14|2,776|60
奈良|610|23,057|29|2|572|9
和歌山|254|9,887|11|1|236|4
鳥取|36|5,548|0|0|36|0
島根|140|6,000|0|0|140|0
岡山|170|8,654|12|2|155|1
広島|646|25,370|44|1|599|3
山口|209|10,853|4|1|203|2
徳島|149|7,143|0|0|140|9
香川|97|12,231|4|0|91|2
愛媛|116|4,227|2|0|108|6
高知|140|3,565|2|0|134|4
福岡|5,138|149,523|66|7|4,973|99
佐賀|250|6,431|3|0|249|0
長崎|241|20,608|2|0|235|3
熊本|735|18,258|69|0|637|8
大分|159|19,043|2|0|155|2
宮崎|366|8,703|1|0|365|1
鹿児島|462|21,290|20|0|439|12
沖縄|2,855|46,732|258|10|2,547|54
（その他）|149|-|0|-|149|-
合計|90,979|2,174,691|5,205|148|84,088|1,660
