都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|11,460|194,520|2,282|32|8,887|330
青森|375|8,163|55|2|314|6
岩手|306|11,317|114|3|182|10
宮城|1,531|21,856|287|3|1,232|12
秋田|94|3,842|4|0|89|1
山形|265|9,181|115|1|149|1
福島|622|45,958|112|3|502|8
茨城|2,012|17,994|282|12|1,699|31
栃木|880|62,128|195|11|685|2
群馬|1,683|43,085|310|5|1,316|26
埼玉|10,543|266,533|1,761|38|8,609|173
千葉|8,269|192,386|966|14|7,205|98
東京|47,530|858,689|5,009|73|41,983|538
神奈川|15,172|286,971|1,572|56|13,375|225
新潟|408|24,569|81|0|327|0
富山|474|19,105|16|1|432|26
石川|916|25,019|53|0|816|50
福井|332|16,651|15|2|306|11
山梨|451|14,184|46|0|396|9
⾧野|977|36,749|165|4|766|6
岐阜|1,509|50,749|337|4|1,152|20
静岡|2,199|69,589|686|15|1,491|22
愛知|12,706|153,696|2,169|29|10,393|144
三重|1,072|24,205|199|5|861|12
滋賀|869|31,392|71|1|787|11
京都|3,267|75,779|497|8|2,745|42
大阪|25,114|383,174|4,128|156|20,549|421
兵庫|7,339|114,190|820|44|6,407|112
奈良|1,512|39,412|259|7|1,238|15
和歌山|557|15,059|64|9|475|7
鳥取|67|19,827|8|0|58|0
島根|168|7,659|14|1|154|0
岡山|702|24,136|116|3|562|11
広島|1,634|48,780|303|10|951|9
山口|437|22,347|43|4|388|2
徳島|187|13,881|4|0|174|9
香川|199|19,583|46|0|150|3
愛媛|360|9,762|54|2|297|9
高知|368|4,777|148|1|216|4
福岡|6,680|226,346|668|13|5,901|111
佐賀|384|12,001|53|0|330|3
⾧崎|321|30,156|43|0|268|3
熊本|1,267|28,344|130|8|1,056|13
大分|522|33,944|149|3|370|3
宮崎|612|11,276|94|1|518|3
鹿児島|837|32,158|184|1|653|13
沖縄|4,824|80,078|366|7|4,386|77
（その他）|149|-|0|-|149|-
合計|180,162|3,741,200|25,093|592|151,949|2,642
