都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|17,236|313,908|1,334|13|15,302|591
青森|702|13,090|46|2|643|13
岩手|495|19,796|23|2|445|27
宮城|3,361|48,167|364|7|2,975|22
秋田|260|6,370|52|0|207|1
山形|487|14,043|44|2|430|13
福島|1,707|83,357|260|11|1,404|43
茨城|4,686|23,081|752|17|3,872|62
栃木|3,731|103,668|665|17|3,024|42
群馬|3,775|74,179|339|9|3,368|68
埼玉|24,642|444,971|4,298|86|20,013|331
千葉|21,787|323,999|5,523|52|16,026|238
東京|98,439|1,302,131|13,807|147|83,768|864
神奈川|39,977|491,045|3,442|103|36,092|443
新潟|899|36,468|123|1|767|9
富山|863|30,685|53|2|783|27
石川|1,451|40,305|130|2|1,290|58
福井|509|26,472|71|3|419|19
山梨|898|14,741|45|4|840|13
長野|2,268|80,987|222|2|2,036|35
岐阜|4,169|103,126|488|15|3,614|67
静岡|4,512|139,252|711|10|3,725|76
愛知|23,612|309,425|2,748|63|20,476|388
三重|2,146|46,585|373|6|1,744|29
滋賀|2,097|55,114|388|11|1,680|29
京都|8,200|127,431|1,368|16|6,792|112
大阪|43,170|640,347|5,309|174|36,956|905
兵庫|16,059|197,765|2,069|65|13,609|381
奈良|2,988|67,562|311|6|2,641|36
和歌山|1,047|21,234|113|14|902|13
鳥取|198|33,635|32|0|161|2
島根|264|12,166|16|0|248|0
岡山|2,315|51,686|252|10|2,013|20
広島|4,726|120,841|315|12|4,286|91
山口|1,204|45,815|351|2|837|16
徳島|383|21,315|78|2|291|14
香川|626|36,953|154|1|457|15
愛媛|977|25,397|133|3|826|18
高知|841|6,833|35|4|792|14
福岡|15,367|363,935|2,839|35|12,358|170
佐賀|940|23,699|146|2|801|4
長崎|1,474|55,861|268|2|1,199|25
熊本|3,318|51,425|252|22|2,815|59
大分|1,135|62,168|188|3|931|16
宮崎|1,808|22,673|230|7|1,571|17
鹿児島|1,598|54,720|204|2|1,394|18
沖縄|7,431|123,677|800|5|6,546|90
（その他）|149|-|0|-|149|-
合計|380,927|6,312,103|51,764|974|323,518|5,544
