都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|6,113|116,432|1,943|17|4,036|134
青森|280|6,294|26|2|248|6
岩手|97|7,190|68|0|29|0
宮城|1,046|17,017|189|5|848|9
秋田|74|3,155|7|1|67|0
山形|105|7,126|19|0|85|1
福島|458|36,590|48|4|404|6
茨城|1,099|15,414|225|5|855|19
栃木|542|49,054|46|4|496|2
群馬|994|33,732|53|2|901|20
埼玉|7,230|214,783|889|16|6,215|126
千葉|6,109|152,376|710|8|5,314|85
東京|36,256|694,770|3,234|38|32,546|476
神奈川|10,780|232,100|1,062|37|9,535|183
新潟|274|20,479|79|1|195|0
富山|435|15,977|10|0|399|26
石川|831|20,270|7|0|775|49
福井|295|13,040|31|2|253|11
山梨|292|12,762|46|2|239|7
長野|545|27,444|155|0|389|6
岐阜|875|30,679|122|0|740|13
静岡|1,053|50,828|293|3|756|4
愛知|8,043|121,305|1,206|19|6,734|103
三重|666|17,127|73|4|586|7
滋賀|708|14,966|83|0|616|9
京都|2,395|59,309|216|3|2,144|35
大阪|16,374|284,006|2,164|76|13,923|268
兵庫|4,223|80,976|513|21|3,634|76
奈良|929|29,282|177|4|741|11
和歌山|361|11,829|60|4|291|4
鳥取|53|6,177|11|0|42|0
島根|142|6,498|1|0|141|0
岡山|445|17,220|109|3|310|11
広島|724|31,336|45|0|670|6
山口|303|13,795|76|2|225|2
徳島|175|7,697|8|2|160|9
香川|125|15,605|17|0|106|2
愛媛|153|4,880|36|0|111|6
高知|144|3,698|0|0|140|4
福岡|5,442|185,859|119|3|5,217|106
佐賀|290|8,483|16|0|275|1
長崎|253|25,328|6|0|243|3
熊本|940|22,574|71|1|839|11
大分|196|24,179|35|0|158|3
宮崎|388|8,869|16|0|372|1
鹿児島|576|25,386|33|0|527|13
沖縄|3,887|65,911|355|2|3,469|68
（その他）|149|-|0|-|149|-
合計|123,867|2,869,807|14,708|291|107,148|1,942
