都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|5,683|110,887|1,916|20|3,638|129
青森|280|6,221|31|2|243|6
岩手|77|6,659|48|0|29|0
宮城|995|16,563|172|4|815|8
秋田|74|2,878|8|1|66|0
山形|98|7,046|13|0|84|1
福島|441|35,697|36|5|399|6
茨城|1,032|15,108|193|3|821|18
栃木|523|48,723|30|4|493|2
群馬|964|33,217|44|2|897|20
埼玉|6,996|209,032|820|15|6,054|122
千葉|5,937|147,396|619|8|5,234|84
東京|35,229|679,943|2,751|42|32,002|476
神奈川|10,349|226,157|1,027|35|9,140|182
新潟|259|20,160|72|1|187|0
富山|429|15,581|4|0|399|26
石川|830|19,897|10|0|771|49
福井|278|12,567|19|0|248|11
山梨|288|12,697|55|2|227|6
⾧野|495|26,580|131|0|363|6
岐阜|836|30,009|97|0|726|13
静岡|909|49,650|174|2|731|4
愛知|7,764|118,189|1,109|16|6,555|100
三重|628|17,127|42|4|579|7
滋賀|683|14,966|81|0|593|9
京都|2,307|57,951|161|3|2,112|34
大阪|15,763|276,172|1,936|69|13,543|265
兵庫|4,014|78,781|408|17|3,533|73
奈良|868|28,401|139|3|718|11
和歌山|338|11,510|44|3|284|4
鳥取|52|6,151|11|0|41|0
島根|142|6,354|1|0|141|0
岡山|406|14,762|80|1|258|10
広島|707|30,626|33|1|667|5
山口|279|12,510|58|2|217|2
徳島|173|7,669|8|2|158|9
香川|121|15,287|17|0|102|2
愛媛|138|4,759|21|0|111|6
高知|144|3,690|0|0|140|4
福岡|5,398|182,317|97|4|5,196|105
佐賀|280|8,235|12|0|269|1
⾧崎|251|24,833|5|0|243|3
熊本|930|22,303|65|3|829|10
大分|179|23,484|18|0|158|3
宮崎|375|8,836|3|0|372|1
鹿児島|558|25,010|45|0|512|13
沖縄|3,792|64,776|314|2|3,417|66
（その他）|149|-|0|-|149|-
合計|119,441|2,797,367|12,978|276|104,464|1,912
