都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|16,440|294,359|1,599|15|14,365|561
青森|668|12,370|76|4|583|9
岩手|485|18,647|59|1|401|25
宮城|3,169|45,417|528|9|2,619|22
秋田|235|6,089|62|1|172|1
山形|456|12,970|32|1|411|13
福島|1,548|76,224|294|11|1,219|35
茨城|4,187|21,908|843|11|3,296|48
栃木|3,487|96,058|1,033|21|2,454|33
群馬|3,545|69,533|536|13|2,945|64
埼玉|22,735|413,312|5,236|91|17,201|298
千葉|19,507|299,683|6,119|49|13,185|203
東京|91,834|1,232,076|18,709|158|72,355|770
神奈川|36,953|455,639|5,254|113|31,314|385
新潟|831|34,519|150|1|681|7
富山|832|28,649|96|3|709|27
石川|1,403|37,980|225|7|1,169|56
福井|471|24,855|75|4|382|13
山梨|874|14,741|109|4|753|12
長野|2,129|69,826|337|3|1,778|26
岐阜|3,863|94,663|627|15|3,174|62
静岡|4,146|128,855|806|11|3,271|69
愛知|22,181|281,822|3,366|55|18,466|349
三重|1,936|42,391|362|4|1,547|27
滋賀|1,906|50,438|374|11|1,507|25
京都|7,393|118,410|1,511|21|5,850|93
大阪|40,508|596,455|6,177|170|33,519|812
兵庫|14,703|182,530|2,051|62|12,321|331
奈良|2,797|63,299|398|14|2,367|32
和歌山|965|20,003|149|15|791|12
鳥取|186|31,666|37|1|144|2
島根|242|11,764|14|0|228|0
岡山|2,203|47,392|387|21|1,750|17
広島|4,533|107,047|439|13|3,945|78
山口|1,026|40,022|319|2|701|6
徳島|350|19,453|108|0|231|11
香川|580|34,210|183|1|386|11
愛媛|909|22,287|209|3|683|17
高知|815|6,666|64|4|738|13
福岡|14,385|338,817|3,735|27|10,492|158
佐賀|876|21,260|237|2|652|4
長崎|1,359|52,286|385|2|981|18
熊本|3,076|48,014|273|16|2,243|45
大分|1,014|57,712|169|3|831|14
宮崎|1,696|20,872|350|8|1,339|15
鹿児島|1,497|51,830|225|2|1,272|15
沖縄|6,862|115,456|825|6|5,952|90
（その他）|149|-|0|-|149|-
合計|353,945|5,870,475|65,152|1,009|283,522|4,934
