都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|13,540|240,878|1,680|19|11,418|456
青森|492|9,936|93|2|391|8
岩手|389|14,448|63|3|302|24
宮城|2,198|24,825|450|3|1,732|16
秋田|143|4,565|40|0|102|1
山形|390|10,179|80|6|303|7
福島|956|58,133|240|5|695|21
茨城|2,488|18,572|303|7|2,147|38
栃木|1,534|72,782|495|10|1,039|6
群馬|2,339|52,671|330|10|1,964|45
埼玉|14,519|320,485|3,138|59|11,171|210
千葉|11,222|226,083|2,246|17|8,855|121
東京|60,960|996,675|9,468|88|50,861|631
神奈川|21,733|342,311|3,464|73|17,993|276
新潟|545|28,181|109|0|436|3
富山|560|21,742|53|2|481|26
石川|1,084|29,937|121|7|920|51
福井|355|19,409|17|0|325|12
山梨|568|14,525|75|3|482|11
長野|1,206|48,235|164|4|1,039|15
岐阜|2,348|65,635|574|13|1,739|35
静岡|2,713|88,334|477|7|2,195|41
愛知|16,554|199,918|2,543|39|13,797|214
三重|1,297|30,675|160|6|1,119|18
滋賀|1,199|37,603|238|4|949|12
京都|4,803|95,241|962|14|3,829|53
大阪|30,261|469,277|3,671|165|26,002|588
兵庫|10,004|140,507|1,232|47|8,561|211
奈良|2,041|47,698|371|12|1,646|24
和歌山|629|16,542|42|4|569|7
鳥取|119|24,185|51|1|66|0
島根|209|9,344|28|2|181|0
岡山|1,390|31,723|384|8|762|13
広島|3,318|75,233|609|18|2,132|35
山口|589|26,760|118|3|464|3
徳島|199|15,356|7|0|183|9
香川|306|24,380|91|0|212|3
愛媛|471|13,700|91|3|367|13
高知|669|5,968|107|8|554|8
福岡|8,774|263,231|1,573|16|7,272|119
佐賀|469|15,020|62|1|409|3
長崎|611|39,538|225|2|311|4
熊本|1,873|36,058|196|7|1,466|16
大分|700|43,195|121|4|573|6
宮崎|759|12,454|91|0|668|5
鹿児島|1,016|39,647|136|2|880|14
沖縄|5,413|90,097|398|7|4,939|81
（その他）|149|-|0|-|149|-
合計|236,104|4,511,891|37,187|711|194,650|3,513
