都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|2,107|57,520|138|0|1,862|107
青森|36|2,449|1|0|34|1
岩手|23|4,265|0|0|23|0
宮城|406|10,404|37|1|367|2
秋田|53|2,144|0|0|53|0
山形|78|5,169|2|0|76|1
福島|253|20,459|36|3|214|3
茨城|659|12,578|36|4|606|17
栃木|432|30,456|47|0|383|1
群馬|706|22,543|38|2|644|19
埼玉|4,685|144,451|285|6|4,298|102
千葉|3,934|89,202|283|9|3,580|71
東京|25,973|460,907|2,134|22|23,430|409
神奈川|6,975|155,100|509|19|6,328|138
新潟|170|15,512|8|0|162|0
富山|419|12,282|10|1|383|26
石川|777|13,092|39|0|691|47
福井|244|9,809|1|0|230|11
山梨|190|10,704|12|2|172|6
長野|310|19,045|8|0|307|1
岐阜|627|22,940|29|2|588|10
静岡|548|34,596|28|1|518|2
愛知|5,363|77,400|353|15|4,924|86
三重|509|12,619|84|3|418|7
滋賀|503|11,937|27|0|468|8
京都|1,762|42,808|68|3|1,669|25
大阪|10,669|186,464|513|24|9,939|209
兵庫|2,717|56,736|107|9|2,551|59
奈良|574|20,737|17|0|548|9
和歌山|242|9,310|6|0|229|4
鳥取|36|5,481|5|0|31|0
島根|140|5,792|1|0|139|0
岡山|157|8,110|8|-|149|-
広島|577|20,946|85|2|479|3
山口|201|9,864|8|1|191|2
徳島|148|6,921|8|0|128|9
香川|93|10,787|3|0|88|2
愛媛|114|4,087|0|0|108|6
高知|138|3,486|1|0|133|4
福岡|5,040|132,965|87|7|4,855|98
佐賀|245|6,075|1|0|246|0
長崎|236|18,531|3|0|232|3
熊本|578|16,494|8|0|559|8
大分|158|17,019|3|0|153|2
宮崎|344|8,593|1|0|343|1
鹿児島|422|19,127|38|0|379|12
沖縄|2,516|39,290|204|9|2,270|46
（その他）|149|-|0|-|149|-
合計|83,236|1,907,206|5,320|145|76,327|1,577
